row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2018,Từ 10 đến90 ngàyTriệu VND,Từ 91 đến180 ngàyTriệu VND,Quá hạnTừ 181 đến360 ngàyTriệu VND,Trên360 ngàyTriệu VND,TổngTriệu VND,numeric__Từ 10 đến90 ngàyTriệu VND,numeric__Từ 91 đến180 ngàyTriệu VND,numeric__Quá hạnTừ 181 đến360 ngàyTriệu VND,numeric__Trên360 ngàyTriệu VND,numeric__TổngTriệu VND
Các khoản cho vayvà phải thu,Các khoản cho vayvà phải thu,Các khoản cho vayvà phải thu,,,,,,,,,,
Tiền gửi và cho vay cácTCTD khác – gộp,Các khoản cho vayvà phải thu > Tiền gửi và cho vay cácTCTD khác – gộp,Tiền gửi và cho vay cácTCTD khác – gộp,-,-,-,552,552,,,,552.0,552.0
Cho vay khách hàng – gộp,Các khoản cho vayvà phải thu > Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,701.133,170.360,233.239,4.427.918,5.532.650,701133.0,170360.0,233239.0,4427918.0,5532650.0
Tài sản Có khác – gộp,Các khoản cho vayvà phải thu > Tài sản Có khác – gộp,Tài sản Có khác – gộp,-,-,-,1.050.088,1.050.088,,,,1050088.0,1050088.0
,,,701.133,170.360,233.239,5.478.558,6.583.290,701133.0,170360.0,233239.0,5478558.0,6583290.0
Ngày 31 tháng 12 năm 2017,Ngày 31 tháng 12 năm 2017,Ngày 31 tháng 12 năm 2017,Từ 10 đến90 ngàyTriệu VND,Từ 91 đến180 ngàyTriệu VND,Quá hạnTừ 181 đến360 ngàyTriệu VND,Trên360 ngàyTriệu VND,TổngTriệu VND,,,,,
Các khoản cho vayvà phải thu,Các khoản cho vayvà phải thu,Các khoản cho vayvà phải thu,,,,,,,,,,
Tiền gửi và cho vay cácTCTD khác – gộp,Các khoản cho vayvà phải thu > Tiền gửi và cho vay cácTCTD khác – gộp,Tiền gửi và cho vay cácTCTD khác – gộp,-,-,-,552,552,,,,552.0,552.0
Cho vay khách hàng – gộp,Các khoản cho vayvà phải thu > Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,676.195,567.896,575.807,8.096.214,9.916.112,676195.0,567896.0,575807.0,8096214.0,9916112.0
Tài sản Có khác – gộp,Các khoản cho vayvà phải thu > Tài sản Có khác – gộp,Tài sản Có khác – gộp,-,-,-,1.249.762,1.249.762,,,,1249762.0,1249762.0
,,,676.195,567.896,575.807,9.346.528,11.166.426,676195.0,567896.0,575807.0,9346528.0,11166426.0
