row_label_raw,row_label_full,col_0,Ảnh hưởng đến lợi nhuận sau thuế Tăng/(giảm) Triệu VND,numeric__Ảnh hưởng đến lợi nhuận sau thuế Tăng/(giảm) Triệu VND
Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,
USD (mạnh lên 2%),Ngày 31 tháng 12 năm 2018 > USD (mạnh lên 2%),USD (mạnh lên 2%),(16.115),-16115.0
EUR (yếu đi 2%),Ngày 31 tháng 12 năm 2018 > EUR (yếu đi 2%),EUR (yếu đi 2%),(782),-782.0
Ngày 31 tháng 12 năm 2017,Ngày 31 tháng 12 năm 2017,Ngày 31 tháng 12 năm 2017,Ngày 31 tháng 12 năm 2017,
USD (mạnh lên 2%),Ngày 31 tháng 12 năm 2017 > USD (mạnh lên 2%),USD (mạnh lên 2%),8.235,8235.0
EUR (mạnh lên 8%),Ngày 31 tháng 12 năm 2017 > EUR (mạnh lên 8%),EUR (mạnh lên 8%),(989),-989.0
