row_label_raw,row_label_full,Chiết khấu thương mại,(12.550.341.818),(18.313.729.613),numeric__(12.550.341.818),numeric__(18.313.729.613)
Giảm giá hàng bán,Giảm giá hàng bán,Giảm giá hàng bán,(974.028.145),(4.604.108.107),-974028145.0,-4604108107.0
Hàng bán bị trả lại,Hàng bán bị trả lại,Hàng bán bị trả lại,(8.208.559.535),(21.208.216.373),-8208559535.0,-21208216373.0
,,,(21.732.929.498),(44.126.054.093),-21732929498.0,-44126054093.0
