row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
200,200,200,TÀI SẢN DÀI HẠN,,2.980.107.774.178,3.165.828.631.578,,,2980107774178.0,3165828631578.0
210,210,210,Các khoản phải thu dài hạn,,6.500.000,3.470.966.092,,,6500000.0,3470966092.0
216,216,216,Phải thu dài hạn khác,7(b),6.500.000,3.470.966.092,,,6500000.0,3470966092.0
220,220,220,Tài sản cố định,,2.589.092.183.912,2.933.178.122.181,,,2589092183912.0,2933178122181.0
221,221,221,Tài sản cố định hữu hình,10(a),2.398.572.884.707,2.585.198.332.882,,,2398572884707.0,2585198332882.0
222,222,222,Nguyên giá,,4.637.862.740.171,4.449.803.304.837,,,4637862740171.0,4449803304837.0
223,223,223,Giá trị khấu hao lũy kế,,(2.239.289.855.464),(1.864.604.971.955),,,-2239289855464.0,-1864604971955.0
224,224,224,Tài sản cố định thuê tài chính,10(b),-,150.636.097.026,,,,150636097026.0
225,225,225,Nguyên giá,,-,169.433.832.365,,,,169433832365.0
226,226,226,Giá trị khấu hao lũy kế,,-,(18.797.735.339),,,,-18797735339.0
227,227,227,Tài sản cố định vô hình,10(c),190.519.299.205,197.343.692.273,,,190519299205.0,197343692273.0
228,228,228,Nguyên giá,,223.116.045.808,223.116.045.808,,,223116045808.0,223116045808.0
229,229,229,Giá trị khấu hao lũy kế,,(32.596.746.603),(25.772.353.535),,,-32596746603.0,-25772353535.0
240,240,240,Tài sản dở dang dài hạn,,83.828.167.960,47.526.310.210,,,83828167960.0,47526310210.0
242,242,242,Chi phí xây dựng cơ bản dở dang,11,83.828.167.960,47.526.310.210,,11.0,83828167960.0,47526310210.0
250,250,250,Đầu tư tài chính dài hạn,,263.150.000.000,123.030.000.000,,,263150000000.0,123030000000.0
251,251,251,Đầu tư vào công ty con,4(c),254.970.000.000,99.850.000.000,,,254970000000.0,99850000000.0
255,255,255,Đầu tư nắm giữ đến ngày đáo hạn,4(b),8.180.000.000,23.180.000.000,,,8180000000.0,23180000000.0
260,260,260,Tài sản dài hạn khác,,44.030.922.306,58.623.233.095,,,44030922306.0,58623233095.0
261,261,261,Chi phí trả trước dài hạn,9(b),44.030.922.306,58.623.233.095,,,44030922306.0,58623233095.0
270,270,270,TỔNG TÀI SẢN,,14.967.296.557.036,7.650.126.223.848,,,14967296557036.0,7650126223848.0
