row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2021VND,2020VND,,,,
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,Mãsố > 01,01,Lợi nhuận kể toán trước thuếĐiều chỉnh cho các khoản:,,2.199.604.503.744,272.424.137.092,,,2199604503744.0,272424137092.0
02,Mãsố > 02,02,"Khẩu hao tài sản cố định (""TSCĐ"")",,362.711.541.238,361.287.137.119,,,362711541238.0,361287137119.0
03,Mãsố > 03,03,Các khoản dự phòng,,423.836.211.434,400.000.000,,,423836211434.0,400000000.0
04,Mãsố > 04,04,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,20.359.041.207,1.368.014.070,,,20359041207.0,1368014070.0
05,Mãsố > 05,05,Lãi từ hoạt động đầu tư,,(15.133.982.535),(27.035.591.444),,,-15133982535.0,-27035591444.0
06,Mãsố > 06,06,Chi phí lãi vay,,241.370.636.642,215.669.541.825,,,241370636642.0,215669541825.0
07,Mãsố > 07,07,Các khoản điều chỉnh khác,,-,12.357.783.377,,,,12357783377.0
08,Mãsố > 08,08,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,,3.232.747.951.730,836.471.022.039,,,3232747951730.0,836471022039.0
09,Mãsố > 09,09,Tăng các khoản phải thu,,(1.246.246.587.145),(438.709.264.216),,,-1246246587145.0,-438709264216.0
10,Mãsố > 10,10,(Tăng)/giảm hàng tồn kho,,(6.095.097.485.922),178.708.417.388,,,-6095097485922.0,178708417388.0
11,Mãsố > 11,11,Tăng/(giảm) các khoản phải trả,,4.102.322.239.293,(401.403.180.725),,,4102322239293.0,-401403180725.0
12,Mãsố > 12,12,Giảm chỉ phí trả trước,,14.729.442.639,28.752.776.960,,,14729442639.0,28752776960.0
14,Mãsố > 14,14,Tiền lãi vay đã trả,,(228.578.775.886),(221.617.805.084),,,-228578775886.0,-221617805084.0
15,Mãsố > 15,15,Thuế thu nhập doanh nghiệp đã nộp,,(216.566.894.692),(6.760.599.978),,,-216566894692.0,-6760599978.0
17,Mãsố > 17,17,Tiền chi khác từ hoạt động kinh doanh,,(1.113.600.000),(9.909.990.000),,,-1113600000.0,-9909990000.0
20,Mãsố > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(437.803.709.983),(34.468.623.616),,,-437803709983.0,-34468623616.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,Mãsố > 21,21,"Tiền chỉ để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(59.560.046.719),(20.459.900.614),,,-59560046719.0,-20459900614.0
23,Mãsố > 23,23,Tiền gửi có kỳ hạn tại ngân hàng,,(135.600.000.000),(157.965.479.452),,,-135600000000.0,-157965479452.0
24,Mãsố > 24,24,Thu hồi tiền gửi có kỳ hạn tại ngân hàng,,87.100.000.000,529.363.404.931,,,87100000000.0,529363404931.0
25,Mãsố > 25,25,Tiền chỉ đầu tư góp vốn vào công ty con và đơn vị khác,,(155.120.000.000),(20.850.000.000),,,-155120000000.0,-20850000000.0
27,Mãsố > 27,27,Tiền thu lãi tiền gửi và trái phiếu,,23.221.807.813,28.558.907.952,,,23221807813.0,28558907952.0
30,Mãsố > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(239.958.238.906),358.646.932.817,,,-239958238906.0,358646932817.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,Mãsố > 31,31,Tiền thu từ tái phát hành cổ phiếu quỹ,,334.288.800.000,-,,,334288800000.0,
32,Mãsố > 32,32,Tiền chỉ mua lại cổ phiếu đã phát hành,,-,(78.043.577.721),,,,-78043577721.0
33,Mãsố > 33,33,Tiền thu đi vay,,21.070.601.295.868,11.098.457.061.598,,,21070601295868.0,11098457061598.0
34,Mãsố > 34,34,Tiền chỉ trả nợ gốc vay,,(20.153.506.419.834),(11.135.625.246.816),,,-20153506419834.0,-11135625246816.0
35,Mãsố > 35,35,Tiền chỉ trả nợ gốc thuê tài chính,,(46.713.324.647),(21.559.995.996),,,-46713324647.0,-21559995996.0
36,Mãsố > 36,36,"Chi trả cổ tức, lợi nhuận cho chủ sở hữu",,-,(51.599.960.400),,,,-51599960400.0
40,Mãsố > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,1.204.670.351.387,(188.371.719.335),,,1204670351387.0,-188371719335.0
50,Mãsố > 50,50,Lưu chuyển tiền thuần trong năm,,526.908.402.498,135.806.589.866,,,526908402498.0,135806589866.0
60,Mãsố > 60,60,Tiền và tương đương tiền đầu năm,3,207.650.148.575,71.843.326.589,,3.0,207650148575.0,71843326589.0
61,Mãsố > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(690.000.234),232.120,,,-690000234.0,232120.0
70,Mãsố > 70,70,Tiền và tương đương tiền cuối năm,3,733.868.550.839,207.650.148.575,,3.0,733868550839.0,207650148575.0
