row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,51.396.020.728.278,45.234.397.818.896,300.0,,51396020728278.0,45234397818896.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,31.611.943.025.293,33.457.348.745.405,310.0,,31611943025293.0,33457348745405.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,17,14.879.664.105.059,15.726.148.408.151,311.0,17.0,14879664105059.0,15726148408151.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,18,19.981.627.820,89.082.366.712,312.0,18.0,19981627820.0,89082366712.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,19,147.152.272.027,76.295.032.123,313.0,19.0,147152272027.0,76295032123.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,472.453.019.615,333.831.322.301,314.0,,472453019615.0,333831322301.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,20,2.153.534.921.675,1.534.677.045.840,315.0,20.0,2153534921675.0,1534677045840.0
6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,318,,4.802.191.782,-,318.0,,4802191782.0,
7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,319,21,1.058.243.182.174,1.467.933.381.631,319.0,21.0,1058243182174.0,1467933381631.0
8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,320,22,11.249.612.952.426,13.508.102.547.690,320.0,22.0,11249612952426.0,13508102547690.0
9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,321,23,1.472.054.420.133,553.193.180.684,321.0,23.0,1472054420133.0,553193180684.0
"10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi",322,,154.444.332.582,168.085.460.273,322.0,,154444332582.0,168085460273.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,19.784.077.702.985,11.777.049.073.491,330.0,,19784077702985.0,11777049073491.0
1. Phải trả dài hạn khác,1. Phải trả dài hạn khác,1. Phải trả dài hạn khác,337,21,468.344.997,491.146.032,337.0,21.0,468344997.0,491146032.0
2. Vay và nợ thuê tài chính dài hạn,2. Vay và nợ thuê tài chính dài hạn,2. Vay và nợ thuê tài chính dài hạn,338,22,17.637.454.141.259,9.151.300.727.761,338.0,22.0,17637454141259.0,9151300727761.0
3. Thuế thu nhập hoãn lại phải trả,3. Thuế thu nhập hoãn lại phải trả,3. Thuế thu nhập hoãn lại phải trả,341,15,2.466.488.749,4.444.869.270,341.0,15.0,2466488749.0,4444869270.0
4. Dự phòng phải trả dài hạn,4. Dự phòng phải trả dài hạn,4. Dự phòng phải trả dài hạn,342,23,2.033.300.483.254,2.506.592.715.754,342.0,23.0,2033300483254.0,2506592715754.0
5. Quỹ phát triển khoa học và công nghệ,5. Quỹ phát triển khoa học và công nghệ,5. Quỹ phát triển khoa học và công nghệ,343,,110.388.244.726,114.219.614.674,343.0,,110388244726.0,114219614674.0
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,37.215.908.335.498,34.680.634.910.666,400.0,,37215908335498.0,34680634910666.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,24,37.215.908.335.498,34.680.634.910.666,410.0,24.0,37215908335498.0,34680634910666.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,27.868.210.960.000,23.418.716.000.000,411.0,,27868210960000.0,23418716000000.0
- Cổ phiếu phố thông có quyền biểu quyết,- Cổ phiếu phố thông có quyền biểu quyết,- Cổ phiếu phố thông có quyền biểu quyết,411a,,27.868.210.960.000,23.418.716.000.000,,,27868210960000.0,23418716000000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,,(274.807.025),(274.807.025),412.0,,-274807025.0,-274807025.0
3. Vốn khác của chủ sở hữu,3. Vốn khác của chủ sở hữu,3. Vốn khác của chủ sở hữu,414,,225.720.372.645,225.720.372.645,414.0,,225720372645.0,225720372645.0
