row_label_raw,row_label_full,Số dư đầu năm,Năm nay > Số cổ phiếu > 2.341.871.600,Năm nay > Giá trị theo mênh giá VND > 23.418.716.000.000,Năm nay > Số cổ phiếu > 2.341.871.600_1,Năm trước > Giá trị theo mênh giá VND > 23.418.716.000.000,numeric__Năm nay > Số cổ phiếu > 2.341.871.600,numeric__Năm nay > Giá trị theo mênh giá VND > 23.418.716.000.000,numeric__Năm nay > Số cổ phiếu > 2.341.871.600_1,numeric__Năm trước > Giá trị theo mênh giá VND > 23.418.716.000.000
Phát hành cổ phiếu để trả cổ tức,Phát hành cổ phiếu để trả cổ tức,Phát hành cổ phiếu để trả cổ tức,93.672.392,936.723.920.000,-,-,93672392.0,936723920000.0,,
Tăng vốn cổ phần từ nguồn vốn chủ sở hữu,Tăng vốn cổ phần từ nguồn vốn chủ sở hữu,Tăng vốn cổ phần từ nguồn vốn chủ sở hữu,351.277.104,3.512.771.040.000,-,-,351277104.0,3512771040000.0,,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,2.786.821.096,27.868.210.960.000,2.341.871.600,23.418.716.000.000,2786821096.0,27868210960000.0,2341871600.0,23418716000000.0
