row_label_raw,row_label_full,Ông Lê Như Linh,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Trường Việt Phương,Ông Trường Việt Phương,Ông Trường Việt Phương,Phó Tổng Giám đốc,
Ông Nguyễn Duy Giang,Ông Nguyễn Duy Giang,Ông Nguyễn Duy Giang,Phó Tổng Giám đốc,
Ông Nguyễn Minh Đạo,Ông Nguyễn Minh Đạo,Ông Nguyễn Minh Đạo,Phó Tổng Giám đốc (chuyển công tác từ ngày 30 tháng 6 năm2025 theo Quyết định tiếp nhận và bổ nhiệm cán bộ của Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam),
Ông Nguyễn Kiên,Ông Nguyễn Kiên,Ông Nguyễn Kiên,Phó Tổng Giám đốc,
Ông Ngô Văn Chiến,Ông Ngô Văn Chiến,Ông Ngô Văn Chiến,Phó Tổng Giám đốc,
Ông Phan Ngọc Hiền,Ông Phan Ngọc Hiền,Ông Phan Ngọc Hiền,Phó Tổng Giám đốc,
