row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > (Giám),Số cuối năm > VND Tăng chênh lệch tỷ giá,Số cuối năm > Giá trị,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > (Giám),numeric__Số cuối năm > VND Tăng chênh lệch tỷ giá,numeric__Số cuối năm > Giá trị
Vay dài hạn,Vay dài hạn,Vay dài hạn,10.312.962.794.270,10.312.962.794.270,10.223.222.471.336,(1.161.782.066.507),147.949.751.758,19.522.352.950.857,10312962794270.0,10312962794270.0,10223222471336.0,-1161782066507.0,147949751758.0,19522352950857.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,10.312.962.794.270,10.312.962.794.270,10.223.222.471.336,(1.161.782.066.507),147.949.751.758,19.522.352.950.857,10312962794270.0,10312962794270.0,10223222471336.0,-1161782066507.0,147949751758.0,19522352950857.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,,,
Số phải trả trong vòng 12 tháng,Trong đó: > Số phải trả trong vòng 12 tháng,Số phải trả trong vòng 12 tháng,1.161.662.066.509,1.161.662.066.509,,,1.884.898.809.598,1.884.898.809.598,1161662066509.0,1161662066509.0,,,1884898809598.0,1884898809598.0
Số phải trả sau 12 tháng,Trong đó: > Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,9.151.300.727.761,9.151.300.727.761,,,17.637.454.141.259,17.637.454.141.259,9151300727761.0,9151300727761.0,,,17637454141259.0,17637454141259.0
