row_label_raw,row_label_full,Tên công ty,Nơi thành lập và hoạt động,Tỷ lệ phần sở hữu %,Tỷ lệ quyền biểu quyết nắm giữ %,Hoạt động chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ phần sở hữu %,numeric__Tỷ lệ quyền biểu quyết nắm giữ %,numeric__Hoạt động chính
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,,,
Công ty Cổ phần Thuỷ điện Đakdrinh,Công ty con > Công ty Cổ phần Thuỷ điện Đakdrinh,Công ty Cổ phần Thuỷ điện Đakdrinh,Quảng Ngãi,"95,27%","95,27%",Sản xuất và kinh doanh thủy điện,,0.9527,0.9527,
Công ty Cổ phần Thuỷ điện Hủa Na,Công ty con > Công ty Cổ phần Thuỷ điện Hủa Na,Công ty Cổ phần Thuỷ điện Hủa Na,Nghệ An,"80,72%","80,72%",Sản xuất và kinh doanh thủy điện,,0.8072,0.8072,
Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Công ty con > Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Đồng Nai,"59,37%","59,37%",Sản xuất và kinh doanh điện khí,,0.5937,0.5937,
Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Công ty con > Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Hà Nội,"51,00%","51,00%","Dịch vụ báo dưỡng, sửa chữa nhà máy điện",,0.51,0.51,
Công ty Cổ phần Năng lượng tái tạo Điện lực Dầu khí,Công ty con > Công ty Cổ phần Năng lượng tái tạo Điện lực Dầu khí,Công ty Cổ phần Năng lượng tái tạo Điện lực Dầu khí,Hà Nội,"51,00%","51,00%",Sản xuất và kinh doanh điện năng lượng tái tạo,,0.51,0.51,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,
Công ty Cổ phần Năng lượng Sông Hồng,Công ty liên kết > Công ty Cổ phần Năng lượng Sông Hồng,Công ty Cổ phần Năng lượng Sông Hồng,Lào Cai,"44,07%","44,07%",Sản xuất điện,,0.4407,0.4407,
Công ty Cổ phần Điện khí LNG Quảng Ninh,Công ty liên kết > Công ty Cổ phần Điện khí LNG Quảng Ninh,Công ty Cổ phần Điện khí LNG Quảng Ninh,Quảng Ninh,"30,00%","30,00%",Sản xuất điện,,0.3,0.3,
