row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,
Phải thu Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam (i),a. Ngắn hạn > Phải thu Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam (i),Phải thu Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam (i),218.489.976.676,218.489.976.676,218489976676.0,218489976676.0
Lãi tiền gửi ngân hàng dự thu,a. Ngắn hạn > Lãi tiền gửi ngân hàng dự thu,Lãi tiền gửi ngân hàng dự thu,209.349.614.174,106.710.034.826,209349614174.0,106710034826.0
"Ký cước, ký quỹ ngắn hạn (iii)","a. Ngắn hạn > Ký cước, ký quỹ ngắn hạn (iii)","Ký cước, ký quỹ ngắn hạn (iii)",32.106.586.285,37.125.420.145,32106586285.0,37125420145.0
Phải thu tiền vượt hạn mức trong việc hỗ trợ chuyển đổi nghề nghiệp,a. Ngắn hạn > Phải thu tiền vượt hạn mức trong việc hỗ trợ chuyển đổi nghề nghiệp,Phải thu tiền vượt hạn mức trong việc hỗ trợ chuyển đổi nghề nghiệp,20.793.703.211,24.191.439.776,20793703211.0,24191439776.0
Phải thu Ban quản lý Dự án Điện lực Dầu khí Vũng Áng - Quảng Trạch (ii),a. Ngắn hạn > Phải thu Ban quản lý Dự án Điện lực Dầu khí Vũng Áng - Quảng Trạch (ii),Phải thu Ban quản lý Dự án Điện lực Dầu khí Vũng Áng - Quảng Trạch (ii),14.723.819.723,14.723.819.723,14723819723.0,14723819723.0
Phải thu liên quan đến các chi phí sửa chữa Tổ máy số 1 Nhà máy Nhiệt điện Vũng Áng 1,a. Ngắn hạn > Phải thu liên quan đến các chi phí sửa chữa Tổ máy số 1 Nhà máy Nhiệt điện Vũng Áng 1,Phải thu liên quan đến các chi phí sửa chữa Tổ máy số 1 Nhà máy Nhiệt điện Vũng Áng 1,-,512.170.683.046,,512170683046.0
Phải thu ngắn hạn khác,a. Ngắn hạn > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,41.558.121.603,37.447.095.722,41558121603.0,37447095722.0
,,,537.021.821.672,950.858.469.914,537021821672.0,950858469914.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu khác ngắn hạn từ các bên liên quan(Chi tiết tại Thuyết minh số 38),Trong đó: > Phải thu khác ngắn hạn từ các bên liên quan(Chi tiết tại Thuyết minh số 38),Phải thu khác ngắn hạn từ các bên liên quan(Chi tiết tại Thuyết minh số 38),243.701.778.799,755.627.861.626,243701778799.0,755627861626.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,,
"Ký cước, ký quỹ dài hạn","b. Dài hạn > Ký cước, ký quỹ dài hạn","Ký cước, ký quỹ dài hạn",897.663.000,353.163.000,897663000.0,353163000.0
,,,897.663.000,353.163.000,897663000.0,353163000.0
