row_label_raw,row_label_full,col_0,Sản xuất và kinh doanh điện khí VND,Sản xuất và kinh doanh điện than VND,Sản xuất và kinh doanh thủy điện VND,Khác VND,Tổng VND,numeric__Sản xuất và kinh doanh điện khí VND,numeric__Sản xuất và kinh doanh điện than VND,numeric__Sản xuất và kinh doanh thủy điện VND,numeric__Khác VND,numeric__Tổng VND
Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,,,,,
Tải sản bộ phận,Tải sản > Tải sản bộ phận,Tải sản bộ phận,36.364.183.611.676,21.297.904.085.850,7.719.928.218.044,548.928.837.914,65.930.944.753.484,36364183611676.0,21297904085850.0,7719928218044.0,548928837914.0,65930944753484.0
Tải sản không phân bổ,Tải sản > Tải sản không phân bổ,Tải sản không phân bổ,,,,,13.984.087.976.078,,,,,13984087976078.0
Tổng cộng tài sản,Tải sản > Tổng cộng tài sản,Tổng cộng tài sản,36.364.183.611.676,21.297.904.085.850,7.719.928.218.044,548.928.837.914,79.915.032.729.562,36364183611676.0,21297904085850.0,7719928218044.0,548928837914.0,79915032729562.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,
Nợ phải trả bộ phận,Nợ phải trả > Nợ phải trả bộ phận,Nợ phải trả bộ phận,18.957.147.265.405,2.075.152.928.984,2.310.262.376.657,472.902.814.648,23.815.465.385.694,18957147265405.0,2075152928984.0,2310262376657.0,472902814648.0,23815465385694.0
Nợ phải trả không phân bổ,Nợ phải trả > Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,,21.418.932.433.202,,,,,21418932433202.0
Tổng cộng nợ phải trả,Nợ phải trả > Tổng cộng nợ phải trả,Tổng cộng nợ phải trả,18.957.147.265.405,2.075.152.928.984,2.310.262.376.657,472.902.814.648,45.234.397.818.896,18957147265405.0,2075152928984.0,2310262376657.0,472902814648.0,45234397818896.0
