row_label_raw,row_label_full,col_0,Giá gốc,Điều chỉnh theo phương pháp vốn chủ sở hữu,Giá trị theo phương pháp vốn chủ sở hữu,numeric__Giá gốc,numeric__Điều chỉnh theo phương pháp vốn chủ sở hữu,numeric__Giá trị theo phương pháp vốn chủ sở hữu
,,,VND,VND,VND,,,
Công ty Cổ phần Năng lượng Sông Hồng,Công ty Cổ phần Năng lượng Sông Hồng,Công ty Cổ phần Năng lượng Sông Hồng,32.887.500.000,32.783.788.883,65.671.288.883,32887500000.0,32783788883.0,65671288883.0
Công ty Cổ phần Điện khí LNG Quảng Ninh,Công ty Cổ phần Điện khí LNG Quảng Ninh,Công ty Cổ phần Điện khí LNG Quảng Ninh,108.000.000.000,(4.636.304.230),103.363.695.770,108000000000.0,-4636304230.0,103363695770.0
,,,140.887.500.000,28.147.484.653,169.034.984.653,140887500000.0,28147484653.0,169034984653.0
