row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,,
Trái phiếu Chính phủ (a),Chứng khoán Nợ > Trái phiếu Chính phủ (a),Trái phiếu Chính phủ (a),3.084.093,3.573.245,3084093.0,3573245.0
Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành (b),Chứng khoán Nợ > Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành (b),Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành (b),9.582.574,7.450.000,9582574.0,7450000.0
Trái phiếu do các tổ chức kinh tế trong nước phát hành (c),Chứng khoán Nợ > Trái phiếu do các tổ chức kinh tế trong nước phát hành (c),Trái phiếu do các tổ chức kinh tế trong nước phát hành (c),300.000,2.324.984,300000.0,2324984.0
,,,12.966.667,13.348.229,12966667.0,13348229.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,,
Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn > Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,103.369,103.369,103369.0,103369.0
Chứng khoán Vốn do các TCKT trong nước phát hành,Chứng khoán Vốn > Chứng khoán Vốn do các TCKT trong nước phát hành,Chứng khoán Vốn do các TCKT trong nước phát hành,40.772,40.772,40772.0,40772.0
,,,144.141,144.141,144141.0,144141.0
,,,13.110.808,13.492.370,13110808.0,13492370.0
Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,,
Dự phòng giảm giá,Dự phòng rủi ro chứng khoán sẵn sàng để bán > Dự phòng giảm giá,Dự phòng giảm giá,(16.595),(32.188),-16595.0,-32188.0
Dự phòng chung,Dự phòng rủi ro chứng khoán sẵn sàng để bán > Dự phòng chung,Dự phòng chung,(2.250),(17.437),-2250.0,-17437.0
,,,(18.845),(49.625),-18845.0,-49625.0
,,,13.091.963,13.442.745,13091963.0,13442745.0
