row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",10.433.935,10.346.815,10433935.0,10346815.0
Khai khoáng,Khai khoáng,Khai khoáng,811.781,188.154,811781.0,188154.0
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",3.623.355,3.706.926,3623355.0,3706926.0
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",11.513.182,9.484.311,11513182.0,9484311.0
"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",28.715,55.129,28715.0,55129.0
Xây dựng,Xây dựng,Xây dựng,10.241.206,12.031.681,10241206.0,12031681.0
"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và động cơ khác",55.693.320,37.639.806,55693320.0,37639806.0
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,1.279.707,1.271.120,1279707.0,1271120.0
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,15.730.332,18.790.483,15730332.0,18790483.0
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,5.464,5.505,5464.0,5505.0
"Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm",1.020.340,85.455,1020340.0,85455.0
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,12.802.865,8.602.831,12802865.0,8602831.0
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",199.948,124.836,199948.0,124836.0
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,344.531,31.330,344531.0,31330.0
Giáo dục và đảo tạo,Giáo dục và đảo tạo,Giáo dục và đảo tạo,10.913,5.220,10913.0,5220.0
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,53.620,23.613,53620.0,23613.0
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",3.683.797,3.532.132,3683797.0,3532132.0
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,12.133,33.561,12133.0,33561.0
"Hoạt động làm thuê các công việc trong các hộ gia đình, sẵn xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sẵn xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sẵn xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",13.949.297,13.579.432,13949297.0,13579432.0
,,,141.438.441,119.538.340,141438441.0,119538340.0
