row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,33.231.409,21.612.823,33231409.0,21612823.0
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,15.498.078,8.403.218,15498078.0,8403218.0
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,6.631.774,4.799.252,6631774.0,4799252.0
Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,4.156.586,2.850.446,4156586.0,2850446.0
"Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội",4.132.212,3.540.130,4132212.0,3540130.0
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,1.085.544,941.000,1085544.0,941000.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,616.924,579.587,616924.0,579587.0
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,40.509,34.117,40509.0,34117.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,40.197,26.492,40197.0,26492.0
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,26.160,32.872,26160.0,32872.0
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,1.003.425,405.709,1003425.0,405709.0
Tiền gửi của cá nhân,Tiền gửi của cá nhân,Tiền gửi của cá nhân,110.553.797,101.983.707,110553797.0,101983707.0
Khác,Khác,Khác,1.643.739,1.396.805,1643739.0,1396805.0
,,,145.428.945,124.993.335,145428945.0,124993335.0
