row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,14.694.595,17.916.749,14694595.0,17916749.0
- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,12.105.195,17.916.749,12105195.0,17916749.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,2.420.000,-,2420000.0,
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,169.400,-,169400.0,
Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,6.116.593,7.953.409,6116593.0,7953409.0
- Thư tín dụng trả chậm,- Thư tín dụng trả chậm,- Thư tín dụng trả chậm,6.116.593,7.953.409,6116593.0,7953409.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,9.884.653,899.503,9884653.0,899503.0
- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,684.543,512.013,684543.0,512013.0
- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,231.470,185.792,231470.0,185792.0
- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,8.752,29.936,8752.0,29936.0
- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,8.959.888,171.762,8959888.0,171762.0
,,,30.695.841,26.769.661,30695841.0,26769661.0
Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,(38.910),(13.684),-38910.0,-13684.0
Nghĩa vụ nợ tiềm ản và các cam kết đưa ra,Nghĩa vụ nợ tiềm ản và các cam kết đưa ra,Nghĩa vụ nợ tiềm ản và các cam kết đưa ra,30.656.931,26.755.977,30656931.0,26755977.0
