row_label_raw,row_label_full,col_0,Dự phòng cụ thể Triệu đồng,Dự phòng chung Triệu đồng,Tổng cộng Triệu đồng,numeric__Dự phòng cụ thể Triệu đồng,numeric__Dự phòng chung Triệu đồng,numeric__Tổng cộng Triệu đồng
Ngày 1 tháng 1 năm 2023,Ngày 1 tháng 1 năm 2023,Ngày 1 tháng 1 năm 2023,359.510,884.718,1.244.228,359510.0,884718.0,1244228.0
Số trích lập trong năm,Số trích lập trong năm,Số trích lập trong năm,1.154.605,168.675,1.323.280,1154605.0,168675.0,1323280.0
Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,(1.023.708),-,(1.023.708),-1023708.0,,-1023708.0
Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023,490.407,1.053.393,1.543.800,490407.0,1053393.0,1543800.0
