row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,1.888.273,1.526.950,1888273.0,1526950.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,1.706.557,1.386.409,1706557.0,1386409.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,112.269,83.003,112269.0,83003.0
- Chi trợ cấp và chi khác,- Chi trợ cấp và chi khác,- Chi trợ cấp và chi khác,69.447,57.538,69447.0,57538.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,145.802,110.661,145802.0,110661.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,1.458.380,1.204.317,1458380.0,1204317.0
- Chi phí quản lý chung,- Chi phí quản lý chung,- Chi phí quản lý chung,366.073,311.925,366073.0,311925.0
- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,283.711,227.551,283711.0,227551.0
"- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết",298.162,205.798,298162.0,205798.0
- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,165.893,168.854,165893.0,168854.0
"- Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","- Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","- Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",174.845,145.233,174845.0,145233.0
- Chi khác về tài sản,- Chi khác về tài sản,- Chi khác về tài sản,45.312,37.689,45312.0,37689.0
- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,43.535,35.215,43535.0,35215.0
- Chi phí vật liệu giấy tờ in,- Chi phí vật liệu giấy tờ in,- Chi phí vật liệu giấy tờ in,41.120,29.184,41120.0,29184.0
- Công tác phí,- Công tác phí,- Công tác phí,19.426,16.514,19426.0,16514.0
"- Chi phí dự phòng (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)","- Chi phí dự phòng (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)","- Chi phí dự phòng (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)",6.126,10.079,6126.0,10079.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,14.177,16.275,14177.0,16275.0
,,,3.492.455,2.841.928,3492455.0,2841928.0
