row_label_raw,row_label_full,col_0,31/12/2017 > Giá trị,31/12/2017 > Số có khả năng trả nợ,01/01/2017 > Giá trị,01/01/2017 > Số có khả năng trả nợ,numeric__31/12/2017 > Giá trị,numeric__31/12/2017 > Số có khả năng trả nợ,numeric__01/01/2017 > Giá trị,numeric__01/01/2017 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,,,,
- Công ty CP Dương Đông - Sài Gòn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty CP Dương Đông - Sài Gòn,- Công ty CP Dương Đông - Sài Gòn,23.460.673.060,23.460.673.060,21.210.775.925,21.210.775.925,23460673060.0,23460673060.0,21210775925.0,21210775925.0
- Công ty TNHH MTV Cát Cam Ranh FICO,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH MTV Cát Cam Ranh FICO,- Công ty TNHH MTV Cát Cam Ranh FICO,15.617.772.853,15.617.772.853,14.826.087.426,14.826.087.426,15617772853.0,15617772853.0,14826087426.0,14826087426.0
- Công ty CP Xây dựng (Cotec),a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty CP Xây dựng (Cotec),- Công ty CP Xây dựng (Cotec),-,-,13.370.695.348,13.370.695.348,,,13370695348.0,13370695348.0
- Công ty TNHH KOASTAL ECO INDUSTRIES,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH KOASTAL ECO INDUSTRIES,- Công ty TNHH KOASTAL ECO INDUSTRIES,-,-,23.193.000.000,23.193.000.000,,,23193000000.0,23193000000.0
- Công ty CP Đầu tư Lạc Hồng,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty CP Đầu tư Lạc Hồng,- Công ty CP Đầu tư Lạc Hồng,8.371.216.804,8.371.216.804,8.518.216.804,8.518.216.804,8371216804.0,8371216804.0,8518216804.0,8518216804.0
- Công ty CP Phúc Hưng,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty CP Phúc Hưng,- Công ty CP Phúc Hưng,-,-,3.339.331.024,3.339.331.024,,,3339331024.0,3339331024.0
- Công ty TNHH Đầu tư và Xây dựng Công trình 656,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Đầu tư và Xây dựng Công trình 656,- Công ty TNHH Đầu tư và Xây dựng Công trình 656,-,-,4.610.868.699,4.610.868.699,,,4610868699.0,4610868699.0
- Công ty TNHH Bình Yên,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Bình Yên,- Công ty TNHH Bình Yên,5.441.500.000,5.441.500.000,7.647.350.553,7.647.350.553,5441500000.0,5441500000.0,7647350553.0,7647350553.0
