row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2017,Năm 2016,numeric__Mối quan hệ,numeric__Năm 2017,numeric__Năm 2016
,,,Mối quan hệ,VND,VND,,,
Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,,133.418.980.962,30.753.431.295,,133418980962.0,30753431295.0
Công ty CP Bao bì và Má phanh Viglacera,Công ty CP Bao bì và Má phanh Viglacera,Công ty CP Bao bì và Má phanh Viglacera,Công ty con,454.410.000,-,,454410000.0,
Công ty CP Tư vấn Viglacera,Công ty CP Tư vấn Viglacera,Công ty CP Tư vấn Viglacera,Công ty con,184.544.000,-,,184544000.0,
Công ty CP Việt Trì Viglacera,Công ty CP Việt Trì Viglacera,Công ty CP Việt Trì Viglacera,Công ty con,18.517.020.000,11.110.250.000,,18517020000.0,11110250000.0
Công ty CP Viglacera Tiên Sơn,Công ty CP Viglacera Tiên Sơn,Công ty CP Viglacera Tiên Sơn,Công ty con,30.600.000.000,-,,30600000000.0,
Công ty CP Thương mại Viglacera,Công ty CP Thương mại Viglacera,Công ty CP Thương mại Viglacera,Công ty con,4.198.822.962,2.140.541.295,,4198822962.0,2140541295.0
Công ty CP Viglacera Vân Hải,Công ty CP Viglacera Vân Hải,Công ty CP Viglacera Vân Hải,Công ty con,2.430.000.000,1.350.000.000,,2430000000.0,1350000000.0
Công ty CP Khoáng sản Viglacera,Công ty CP Khoáng sản Viglacera,Công ty CP Khoáng sản Viglacera,Công ty con,765.000.000,-,,765000000.0,
Công ty CP Viglacera Hạ Long,Công ty CP Viglacera Hạ Long,Công ty CP Viglacera Hạ Long,Công ty con,75.311.684.000,16.152.640.000,,75311684000.0,16152640000.0
Công ty CP Viglacera Hạ Long I,Công ty CP Viglacera Hạ Long I,Công ty CP Viglacera Hạ Long I,Công ty liên kết,520.000.000,-,,520000000.0,
Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,250.000.000,-,,250000000.0,
Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương,Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương,Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương,Công ty liên kết,187.500.000,-,,187500000.0,
Lãi vay phải thu,Lãi vay phải thu,Lãi vay phải thu,,-,1.413.375.000,,,1413375000.0
Công ty CP Kính Viglacera Đáp Cầu,Công ty CP Kính Viglacera Đáp Cầu,Công ty CP Kính Viglacera Đáp Cầu,Công ty con,-,1.413.375.000,,,1413375000.0
