row_label_raw,row_label_full,col_0,01/01/2017 > Giá trị,01/01/2017 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2017 > Giá trị,31/12/2017 > Số có khả năng trả nợ,numeric__01/01/2017 > Giá trị,numeric__01/01/2017 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2017 > Giá trị,numeric__31/12/2017 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,VND,,,,,,
a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,,,,,,
- Vay ngắn hạn,a) Vay ngắn hạn > - Vay ngắn hạn,- Vay ngắn hạn,170.937.429.546,170.937.429.546,545.801.760.502,666.334.120.816,50.405.069.232,50.405.069.232,170937429546.0,170937429546.0,545801760502.0,666334120816.0,50405069232.0,50405069232.0
- Vay và nợ dài hạn đến hạn trả,a) Vay ngắn hạn > - Vay và nợ dài hạn đến hạn trả,- Vay và nợ dài hạn đến hạn trả,192.527.603.970,192.527.603.970,92.906.871.177,193.204.696.265,92.229.778.882,92.229.778.882,192527603970.0,192527603970.0,92906871177.0,193204696265.0,92229778882.0,92229778882.0
,,,363.465.033.516,363.465.033.516,638.708.631.679,859.538.817.081,142.634.848.114,142.634.848.114,363465033516.0,363465033516.0,638708631679.0,859538817081.0,142634848114.0,142634848114.0
b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,,,,,,
- Vay dài hạn,b) Vay dài hạn > - Vay dài hạn,- Vay dài hạn,768.357.234.093,768.357.234.093,86.495.320.474,450.706.579.561,404.145.975.006,404.145.975.006,768357234093.0,768357234093.0,86495320474.0,450706579561.0,404145975006.0,404145975006.0
- Nợ thuê tài chính dài hạn,b) Vay dài hạn > - Nợ thuê tài chính dài hạn,- Nợ thuê tài chính dài hạn,5.675.440.964,5.675.440.964,2.748.129.091,4.170.125.216,4.253.444.839,4.253.444.839,5675440964.0,5675440964.0,2748129091.0,4170125216.0,4253444839.0,4253444839.0
,,,774.032.675.057,774.032.675.057,89.243.449.565,454.876.704.777,408.399.419.845,408.399.419.845,774032675057.0,774032675057.0,89243449565.0,454876704777.0,408399419845.0,408399419845.0
Khoản đến hạn trả trong vòng 12 tháng,b) Vay dài hạn > Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,(192.527.603.970),(192.527.603.970),(92.906.871.177),(193.204.696.265),(92.229.778.882),(92.229.778.882),-192527603970.0,-192527603970.0,-92906871177.0,-193204696265.0,-92229778882.0,-92229778882.0
Khoản đến hạn trả sau 12 tháng,b) Vay dài hạn > Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,581.505.071.087,581.505.071.087,,,316.169.640.963,316.169.640.963,581505071087.0,581505071087.0,,,316169640963.0,316169640963.0
