row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2017 > VND,01/01/2017(Đã điều chỉnh) > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2017 > VND,numeric__01/01/2017(Đã điều chỉnh) > VND
300,300,300,C. NỘ PHẢI TRẢ,,6.367.874.040.856,6.209.481.077.436,,,6367874040856.0,6209481077436.0
310,310,310,I. Nợ ngắn hạn,,2.071.330.198.297,2.469.003.406.693,,,2071330198297.0,2469003406693.0
311,311,311,1. Phải trả người bán ngắn hạn,18,497.161.665.110,511.186.179.438,,18.0,497161665110.0,511186179438.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,17,123.005.384.055,274.930.410.471,,17.0,123005384055.0,274930410471.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,19,92.635.516.932,114.098.729.058,,19.0,92635516932.0,114098729058.0
314,314,314,4. Phải trả người lao động,,61.282.525.863,45.561.715.942,,,61282525863.0,45561715942.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,615.161.582.608,626.524.295.410,,20.0,615161582608.0,626524295410.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,21,93.144.276.308,61.451.854.725,,21.0,93144276308.0,61451854725.0
319,319,319,7. Phải trả ngắn hạn khác,22,254.813.703.589,267.057.936.986,,22.0,254813703589.0,267057936986.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,23,142.634.848.114,363.465.033.516,,23.0,142634848114.0,363465033516.0
321,321,321,9. Dự phòng phải trả ngắn hạn,24,139.431.713.064,179.463.318.493,,24.0,139431713064.0,179463318493.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",,52.058.982.654,25.263.932.654,,,52058982654.0,25263932654.0
330,330,330,II. Nợ dài hạn,,4.296.543.842.559,3.740.477.670.743,,,4296543842559.0,3740477670743.0
333,333,333,1. Chi phí phải trả dài hạn,20,817.806.742.677,106.429.685.206,,20.0,817806742677.0,106429685206.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,21,2.891.260.295.737,2.872.588.810.676,,21.0,2891260295737.0,2872588810676.0
337,337,337,3. Phải trả dài hạn khác,22,24.435.238.197,22.440.801.655,,22.0,24435238197.0,22440801655.0
338,338,338,4. Vay và nợ thuê tài chính dài hạn,23,316.169.640.963,581.505.071.087,,23.0,316169640963.0,581505071087.0
342,342,342,5. Dự phòng phải trả dài hạn,24,153.969.538.466,104.972.897.863,,24.0,153969538466.0,104972897863.0
343,343,343,6. Quỹ phát triển khoa học và công nghệ,,92.902.386.519,52.540.404.256,,,92902386519.0,52540404256.0
