row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2017 > VND,01/01/2017(Đã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2017 > VND,numeric__01/01/2017(Đã điều chỉnh) > VND
200,200,200,B. TÀI SẢN DÀI HẠN,,7.503.299.884.189,6.160.940.224.073,,,7503299884189.0,6160940224073.0
210,210,210,I. Các khoản phải thu dài hạn,,185.260.675.782,203.186.993.698,,,185260675782.0,203186993698.0
216,216,216,1. Phải thu dài hạn khác,7,185.260.675.782,203.186.993.698,,7.0,185260675782.0,203186993698.0
220,220,220,II . Tài sản cố định,,1.748.215.090.485,1.494.948.656.546,,,1748215090485.0,1494948656546.0
221,221,221,1. Tài sản cố định hữu hình,12,1.595.656.834.557,1.313.863.454.203,,12.0,1595656834557.0,1313863454203.0
222,222,222,- Nguyên giá,,3.104.437.731.213,2.669.013.447.967,,,3104437731213.0,2669013447967.0
223,223,223,- Giá trị hao mòn luỹ kế,,(1.508.780.896.656),(1.355.149.993.764),,,-1508780896656.0,-1355149993764.0
224,224,224,2. Tài sản cố định thuê tài chính,13,10.321.530.584,10.836.238.810,,13.0,10321530584.0,10836238810.0
225,225,225,- Nguyên giá,,13.573.824.183,13.346.602.364,,,13573824183.0,13346602364.0
226,226,226,- Giá trị hao mòn luỹ kế,,(3.252.293.599),(2.510.363.554),,,-3252293599.0,-2510363554.0
227,227,227,3. Tài sản cố định vô hình,14,142.236.725.344,170.248.963.533,,14.0,142236725344.0,170248963533.0
228,228,228,- Nguyên giá,,162.107.990.428,187.685.879.003,,,162107990428.0,187685879003.0
229,229,229,- Giá trị hao mòn luỹ kế,,(19.871.265.084),(17.436.915.470),,,-19871265084.0,-17436915470.0
230,230,230,III. Bất động sản đầu tư,15,2.842.797.723.408,2.087.624.657.675,,15.0,2842797723408.0,2087624657675.0
231,231,231,- Nguyên giá,,3.342.235.521.219,2.506.291.365.453,,,3342235521219.0,2506291365453.0
232,232,232,- Giá trị hao mòn luỹ kế,,(499.437.797.811),(418.666.707.778),,,-499437797811.0,-418666707778.0
240,240,240,IV. Tài sản dở dang dài hạn,,1.408.251.466.461,1.453.552.861.891,,,1408251466461.0,1453552861891.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,16,1.408.251.466.461,1.453.552.861.891,,16.0,1408251466461.0,1453552861891.0
250,250,250,V. Đầu tư tài chính dài hạn,4,1.126.537.996.244,700.877.752.347,,4.0,1126537996244.0,700877752347.0
251,251,251,1. Đầu tư vào công ty con,,615.150.455.126,525.862.113.226,,,615150455126.0,525862113226.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,619.433.227.337,309.333.227.337,,,619433227337.0,309333227337.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,3.362.682.344,3.362.682.344,,,3362682344.0,3362682344.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,,(111.490.668.563),(137.762.570.560),,,-111490668563.0,-137762570560.0
255,255,255,5. Đầu tư nắm giữ đến ngày đáo hạn,,82.300.000,82.300.000,,,82300000.0,82300000.0
260,260,260,VI. Tài sản dài hạn khác,,192.236.931.809,220.749.301.916,,,192236931809.0,220749301916.0
261,261,261,1. Chi phí trả trước dài hạn,11,192.236.931.809,220.749.301.916,,11.0,192236931809.0,220749301916.0
270,270,270,TỔNG CỘNG TÀI SẢN,,12.394.680.681.348,10.041.634.212.344,,,12394680681348.0,10041634212344.0
