row_label_raw,row_label_full,col_0,Từ 1 năm trở xuống,Trên 1 năm đến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 năm trở xuống,numeric__Trên 1 năm đến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,,,,
Vay và nợ,Tại ngày 31/12/2017 > Vay và nợ,Vay và nợ,142.634.848.114,316.169.640.963,-,458.804.489.077,142634848114.0,316169640963.0,,458804489077.0
"Phải trả người bán, phải trả khác","Tại ngày 31/12/2017 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",751.975.368.699,24.435.238.197,-,776.410.606.896,751975368699.0,24435238197.0,,776410606896.0
Chi phí phải trả,Tại ngày 31/12/2017 > Chi phí phải trả,Chi phí phải trả,615.161.582.608,-,817.806.742.677,1.432.968.325.285,615161582608.0,,817806742677.0,1432968325285.0
,,,1.509.771.799.421,340.604.879.160,817.806.742.677,2.668.183.421.258,1509771799421.0,340604879160.0,817806742677.0,2668183421258.0
Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,,,,
Vay và nợ,Tại ngày 01/01/2017 > Vay và nợ,Vay và nợ,363.465.033.516,581.505.071.087,-,944.970.104.603,363465033516.0,581505071087.0,,944970104603.0
"Phải trả người bán, phải trả khác","Tại ngày 01/01/2017 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",778.244.116.424,22.440.801.655,-,800.684.918.079,778244116424.0,22440801655.0,,800684918079.0
Chi phí phải trả,Tại ngày 01/01/2017 > Chi phí phải trả,Chi phí phải trả,626.524.295.410,-,106.429.685.206,732.953.980.616,626524295410.0,,106429685206.0,732953980616.0
,,,1.768.233.445.350,603.945.872.742,106.429.685.206,2.478.609.003.298,1768233445350.0,603945872742.0,106429685206.0,2478609003298.0
