row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2017,01/01/2017,numeric__Mối quan hệ,numeric__31/12/2017,numeric__01/01/2017
,,,Mối quan hệ,VND,VND,,,
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,177.256.863.204,195.873.285.958,,177256863204.0,195873285958.0
Công ty CP Viglacera Thăng Long,Công ty CP Viglacera Thăng Long,Công ty CP Viglacera Thăng Long,Công ty con,5.117.452.997,8.035.130.353,,5117452997.0,8035130353.0
Công ty CP Bao bì và Má phanh Viglacera,Công ty CP Bao bì và Má phanh Viglacera,Công ty CP Bao bì và Má phanh Viglacera,Công ty con,493.529.300,30.126.800,,493529300.0,30126800.0
Công ty CP Viglacera Bá Hiến,Công ty CP Viglacera Bá Hiến,Công ty CP Viglacera Bá Hiến,Công ty con,4.873.302.708,4.932.573.708,,4873302708.0,4932573708.0
Công ty CP Viglacera Từ Liêm,Công ty CP Viglacera Từ Liêm,Công ty CP Viglacera Từ Liêm,Công ty con,29.135.700,20.000.000,,29135700.0,20000000.0
Công ty CP Viglaceera Đông Anh,Công ty CP Viglaceera Đông Anh,Công ty CP Viglaceera Đông Anh,Công ty con,1.173.921.400,1.155.936.400,,1173921400.0,1155936400.0
Công ty CP Tư vấn Viglacera,Công ty CP Tư vấn Viglacera,Công ty CP Tư vấn Viglacera,Công ty con,6.721.800.114,6.315.514.862,,6721800114.0,6315514862.0
Công ty CP Việt Trì Viglacera,Công ty CP Việt Trì Viglacera,Công ty CP Việt Trì Viglacera,Công ty con,-,24.518.292.940,,,24518292940.0
Công ty CP Kính Viglacera Đáp Cầu,Công ty CP Kính Viglacera Đáp Cầu,Công ty CP Kính Viglacera Đáp Cầu,Công ty con,109.787.487.618,111.763.155.460,,109787487618.0,111763155460.0
Công ty CP Viglacera Hữu Hưng,Công ty CP Viglacera Hữu Hưng,Công ty CP Viglacera Hữu Hưng,Công ty con,2.651.176.353,2.633.790.853,,2651176353.0,2633790853.0
Công ty CP Viglacera Tiên Sơn,Công ty CP Viglacera Tiên Sơn,Công ty CP Viglacera Tiên Sơn,Công ty con,2.574.201.418,3.217.141.557,,2574201418.0,3217141557.0
Công ty CP Thương mại Viglacera,Công ty CP Thương mại Viglacera,Công ty CP Thương mại Viglacera,Công ty con,11.318.090.230,21.306.970.665,,11318090230.0,21306970665.0
Công ty CP Viglacera Vân Hải,Công ty CP Viglacera Vân Hải,Công ty CP Viglacera Vân Hải,Công ty con,-,710.950.000,,,710950000.0
Công ty CP Sử Viglacera Thanh Trì,Công ty CP Sử Viglacera Thanh Trì,Công ty CP Sử Viglacera Thanh Trì,Công ty con,-,30.000.000,,,30000000.0
Công ty CP Viglacera Hạ Long,Công ty CP Viglacera Hạ Long,Công ty CP Viglacera Hạ Long,Công ty con,-,151.000.000,,,151000000.0
Công ty CP Viglacera Hà Nội,Công ty CP Viglacera Hà Nội,Công ty CP Viglacera Hà Nội,Công ty con,909.987.482,383.508.696,,909987482.0,383508696.0
Công ty CP Bê tông khí Viglacera,Công ty CP Bê tông khí Viglacera,Công ty CP Bê tông khí Viglacera,Công ty con,9.602.406.603,8.631.516.922,,9602406603.0,8631516922.0
Công ty CP Vinafacade,Công ty CP Vinafacade,Công ty CP Vinafacade,Công ty con,868.147.700,868.147.700,,868147700.0,868147700.0
Công ty CP Kinh doanh Gạch Óp lát Viglacera,Công ty CP Kinh doanh Gạch Óp lát Viglacera,Công ty CP Kinh doanh Gạch Óp lát Viglacera,Công ty con,1.890.228.323,-,,1890228323.0,
Công ty TNHH MTV Lắp dụng Kính Viglacera,Công ty TNHH MTV Lắp dụng Kính Viglacera,Công ty TNHH MTV Lắp dụng Kính Viglacera,Công ty con,1.385.978.042,1.169.529.042,,1385978042.0,1169529042.0
Công ty TNHH Kính nổi Việt Nam (VFG),Công ty TNHH Kính nổi Việt Nam (VFG),Công ty TNHH Kính nổi Việt Nam (VFG),Công ty liên kết,512.043.750,-,,512043750.0,
Công ty CP Viglacera Từ Sơn,Công ty CP Viglacera Từ Sơn,Công ty CP Viglacera Từ Sơn,Công ty liên kết,205.395.459,-,,205395459.0,
Công ty CP Viglacera Hạ Long I,Công ty CP Viglacera Hạ Long I,Công ty CP Viglacera Hạ Long I,Công ty liên kết,714.152.962,-,,714152962.0,
Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,299.615.200,-,,299615200.0,
Công ty CP Vật liệu chịu lửa Viglacera Cầu Đường,Công ty CP Vật liệu chịu lửa Viglacera Cầu Đường,Công ty CP Vật liệu chịu lửa Viglacera Cầu Đường,Công ty liên kết,3.732.985.881,-,,3732985881.0,
