row_label_raw,row_label_full,col_0,31/12/2017 > Giá gốc,31/12/2017 > Giá trị hợp lý,31/12/2017 > Dự phòng,01/01/2017 > Giá gốc,01/01/2017 > Giá trị hợp lý,01/01/2017 > Dự phòng,numeric__31/12/2017 > Giá gốc,numeric__31/12/2017 > Giá trị hợp lý,numeric__31/12/2017 > Dự phòng,numeric__01/01/2017 > Giá gốc,numeric__01/01/2017 > Giá trị hợp lý,numeric__01/01/2017 > Dự phòng
,,,VND,VND,VND,VND,VND,VND,,,,,,
Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,619.433.227.337,,-,309.333.227.337,,-,619433227337.0,,,309333227337.0,,
- Công ty TNHH Kính nổi Việt Nam (VFG) [1],- Công ty TNHH Kính nổi Việt Nam (VFG) [1],- Công ty TNHH Kính nổi Việt Nam (VFG) [1],286.821.000.000,,-,286.821.000.000,,-,286821000000.0,,,286821000000.0,,
- Công ty CP Viglacera Từ Sơn [2],- Công ty CP Viglacera Từ Sơn [2],- Công ty CP Viglacera Từ Sơn [2],4.837.506.400,6.732.612.000,-,4.837.506.400,5.884.801.600,-,4837506400.0,6732612000.0,,4837506400.0,5884801600.0,
- Công ty CP Viglacera Hạ Long I [2],- Công ty CP Viglacera Hạ Long I [2],- Công ty CP Viglacera Hạ Long I [2],2.002.000.000,3.744.000.000,-,2.002.000.000,4.290.000.000,-,2002000000.0,3744000000.0,,2002000000.0,4290000000.0,
- Công ty CP Đầu tư và Xuất nhập khẩu Viglacera [1],- Công ty CP Đầu tư và Xuất nhập khẩu Viglacera [1],- Công ty CP Đầu tư và Xuất nhập khẩu Viglacera [1],6.789.858.320,,-,6.789.858.320,,-,6789858320.0,,,6789858320.0,,
- Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương [1],- Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương [1],- Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương [1],3.482.862.617,,-,3.482.862.617,,-,3482862617.0,,,3482862617.0,,
- Công ty CP Visaho [1],- Công ty CP Visaho [1],- Công ty CP Visaho [1],5.400.000.000,,-,5.400.000.000,,-,5400000000.0,,,5400000000.0,,
- Công ty TNHH Kính nổi siêu trắng Phú Mỹ [1],- Công ty TNHH Kính nổi siêu trắng Phú Mỹ [1],- Công ty TNHH Kính nổi siêu trắng Phú Mỹ [1],310.100.000.000,,-,-,,-,310100000000.0,,,,,
Các khoản đầu tư khác,Các khoản đầu tư khác,Các khoản đầu tư khác,3.362.682.344,,(1.053.204.027),3.362.682.344,,(1.053.204.026),3362682344.0,,-1053204027.0,3362682344.0,,-1053204026.0
- Công ty CP Viglacera Hợp Thịnh [1],- Công ty CP Viglacera Hợp Thịnh [1],- Công ty CP Viglacera Hợp Thịnh [1],1.305.017.929,,(605.000.000),1.305.017.929,,(605.000.000),1305017929.0,,-605000000.0,1305017929.0,,-605000000.0
- Công ty CP Cầu Xây [1],- Công ty CP Cầu Xây [1],- Công ty CP Cầu Xây [1],1.184.497.242,,-,1.184.497.242,,-,1184497242.0,,,1184497242.0,,
- Công ty CP Tư vấn Xây dựng Viglacera Land [1],- Công ty CP Tư vấn Xây dựng Viglacera Land [1],- Công ty CP Tư vấn Xây dựng Viglacera Land [1],353.167.173,,(19.690.203),353.167.173,,(19.690.202),353167173.0,,-19690203.0,353167173.0,,-19690202.0
- Công ty CP Thủy tinh Gò Vấp [1],- Công ty CP Thủy tinh Gò Vấp [1],- Công ty CP Thủy tinh Gò Vấp [1],520.000.000,,(428.513.824),520.000.000,,(428.513.824),520000000.0,,-428513824.0,520000000.0,,-428513824.0
,,,1.237.946.364.807,,(111.490.668.563),838.558.022.907,,(137.762.570.560),1237946364807.0,,-111490668563.0,838558022907.0,,-137762570560.0
