row_label_raw,row_label_full,col_0,31/12/2017,31/12/2017_1,01/01/2017,01/01/2017_1,numeric__31/12/2017,numeric__31/12/2017_1,numeric__01/01/2017,numeric__01/01/2017_1
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
Hàng mua đang đi đường,Hàng mua đang đi đường,Hàng mua đang đi đường,-,-,5.544.432.690,-,,,5544432690.0,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",95.537.821.237,(11.917.036.051),92.431.258.211,(3.359.054.204),95537821237.0,-11917036051.0,92431258211.0,-3359054204.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",8.407.709.009,-,3.868.745.991,-,8407709009.0,,3868745991.0,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,1.257.088.813.235,-,1.465.915.092.043,-,1257088813235.0,,1465915092043.0,
"- Kính, sứ, sen vòi,","- Kính, sứ, sen vòi,","- Kính, sứ, sen vòi,",11.643.956.112,-,11.106.756.400,-,11643956112.0,,11106756400.0,
"- Bắt động sản, xây dựng","- Bắt động sản, xây dựng","- Bắt động sản, xây dựng",1.245.444.857.123,-,1.454.808.335.643,-,1245444857123.0,,1454808335643.0,
Thành phẩm,Thành phẩm,Thành phẩm,330.152.149.224,-,291.211.982.984,-,330152149224.0,,291211982984.0,
"- Kính, sứ, sen vòi,","- Kính, sứ, sen vòi,","- Kính, sứ, sen vòi,",191.454.509.847,(396.747.571),164.580.540.018,(139.226.284),191454509847.0,-396747571.0,164580540018.0,-139226284.0
"- Bắt động sản, xây dựng","- Bắt động sản, xây dựng","- Bắt động sản, xây dựng",138.697.639.377,(4.889.516.172),126.631.442.966,-,138697639377.0,-4889516172.0,126631442966.0,
Hàng hoá,Hàng hoá,Hàng hoá,6.825.331.790,-,33.223.936.770,-,6825331790.0,,33223936770.0,
"- Kính, sứ, sen vòi,","- Kính, sứ, sen vòi,","- Kính, sứ, sen vòi,",6.825.331.790,-,33.223.936.770,-,6825331790.0,,33223936770.0,
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,1.194.311.792,-,241.584.258,-,1194311792.0,,241584258.0,
,,,1.699.206.136.287,(17.203.299.794),1.892.437.032.947,(3.498.280.488),1699206136287.0,-17203299794.0,1892437032947.0,-3498280488.0
