row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2017 > VND,01/01/2017(Đã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2017 > VND,numeric__01/01/2017(Đã điều chỉnh) > VND
100,100,100,A. TÀI SẢN NGẤN HẠN,,4.891.380.797.159,3.880.693.988.271,,,4891380797159.0,3880693988271.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,1.942.153.426.411,757.110.607.148,,3.0,1942153426411.0,757110607148.0
111,111,111,1. Tiền,,600.723.368.050,289.560.720.251,,,600723368050.0,289560720251.0
112,112,112,2. Các khoản tương đương tiền,,1.341.430.058.361,467.549.886.897,,,1341430058361.0,467549886897.0
120,120,120,II. Các khoản đầu tư tài chính ngắn hạn,4,230.538.352.407,-,,4.0,230538352407.0,
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,230.538.352.407,-,,,230538352407.0,
130,130,130,III. Các khoản phải thu ngắn hạn,,954.672.741.531,1.147.960.869.549,,,954672741531.0,1147960869549.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,849.585.519.163,819.287.983.786,,5.0,849585519163.0,819287983786.0
132,132,132,2. Trà trước cho người bán ngắn hạn,6,102.830.607.433,96.565.041.885,,6.0,102830607433.0,96565041885.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,15.332.200.216,15.332.200.216,,8.0,15332200216.0,15332200216.0
136,136,136,4. Phải thu ngắn hạn khác,7,147.300.348.201,225.531.882.383,,7.0,147300348201.0,225531882383.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(160.375.933.482),(8.756.238.721),,,-160375933482.0,-8756238721.0
140,140,140,IV. Hàng tồn kho,10,1.682.002.836.493,1.888.938.752.459,,10.0,1682002836493.0,1888938752459.0
141,141,141,1. Hàng tồn kho,,1.699.206.136.287,1.892.437.032.947,,,1699206136287.0,1892437032947.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(17.203.299.794),(3.498.280.488),,,-17203299794.0,-3498280488.0
150,150,150,V. Tài sản ngắn hạn khác,,82.013.440.317,86.683.759.115,,,82013440317.0,86683759115.0
151,151,151,1. Chi phí trả trước ngắn hạn,11,5.639.936.281,5.993.925.817,,11.0,5639936281.0,5993925817.0
152,152,152,2. Thuế GTGT được khấu trừ,,73.669.131.297,74.868.746.458,,,73669131297.0,74868746458.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,19,2.704.372.739,5.821.086.840,,19.0,2704372739.0,5821086840.0
