row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2017 > VND,Năm 2016 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2017 > VND,numeric__Năm 2016 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,28,3.973.722.089.055,3.191.857.118.653,,28.0,3973722089055.0,3191857118653.0
02,02,02,2. Các khoản giảm trừ doanh thu,29,744.227.372,4.372.477.480,,29.0,744227372.0,4372477480.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,3.972.977.861.683,3.187.484.641.173,,,3972977861683.0,3187484641173.0
11,11,11,4. Giá vốn hàng bán,30,3.002.312.843.176,2.454.487.432.280,,30.0,3002312843176.0,2454487432280.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,970.665.018.507,732.997.208.893,,,970665018507.0,732997208893.0
21,21,21,6. Doanh thu hoạt động tài chính,31,187.395.284.177,105.494.801.941,,31.0,187395284177.0,105494801941.0
22,22,22,7. Chi phí tài chính,32,2.542.266.420,24.754.550.605,,32.0,2542266420.0,24754550605.0
23,23,23,Trong đó: Chi phí lãi vay,,26.413.089.887,37.530.809.161,,,26413089887.0,37530809161.0
25,25,25,8. Chi phí bán hàng,33,129.410.674.918,115.354.139.948,,33.0,129410674918.0,115354139948.0
26,26,26,9. Chi phí quản lý doanh nghiệp,34,439.564.487.527,255.947.003.225,,34.0,439564487527.0,255947003225.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,586.542.873.819,442.436.317.056,,,586542873819.0,442436317056.0
31,31,31,11. Thu nhập khác,35,52.165.879.031,35.496.900.943,,35.0,52165879031.0,35496900943.0
32,32,32,12. Chi phí khác,36,72.188.131.915,37.040.748.994,,36.0,72188131915.0,37040748994.0
40,40,40,13. Lợi nhuận khác,,(20.022.252.884),(1.543.848.051),,,-20022252884.0,-1543848051.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,566.520.620.935,440.892.469.005,,,566520620935.0,440892469005.0
51,51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện,37,94.955.905.835,77.858.464.529,,37.0,94955905835.0,77858464529.0
60,60,60,16. Lợi nhuận sau thuế thu nhập doanh nghiệp,,471.564.715.100,363.034.004.476,,,471564715100.0,363034004476.0
