row_label_raw,row_label_full,col_0,Năm 2017,Năm 2016,numeric__Năm 2017,numeric__Năm 2016
,,,VND,VND,,
"Thu từ thanh lý, nhượng bán tài sản cố định","Thu từ thanh lý, nhượng bán tài sản cố định","Thu từ thanh lý, nhượng bán tài sản cố định",-,125.384.546,,125384546.0
Thu từ phạt hợp đồng,Thu từ phạt hợp đồng,Thu từ phạt hợp đồng,4.181.317.988,229.000.000,4181317988.0,229000000.0
Tiền thuê đất không phải trả khách hàng,Tiền thuê đất không phải trả khách hàng,Tiền thuê đất không phải trả khách hàng,10.820.687.401,5.225.960.085,10820687401.0,5225960085.0
"Thu từ bán phế phẩm, thanh lý vật tư","Thu từ bán phế phẩm, thanh lý vật tư","Thu từ bán phế phẩm, thanh lý vật tư",315.932.785,1.548.176.705,315932785.0,1548176705.0
"Thu nhập từ bán đầu Diezel, dầu máy, đầu thủy lực","Thu nhập từ bán đầu Diezel, dầu máy, đầu thủy lực","Thu nhập từ bán đầu Diezel, dầu máy, đầu thủy lực",2.804.684.321,532.070.339,2804684321.0,532070339.0
Hoàn nhập dự phòng bảo hành công trình xây dựng,Hoàn nhập dự phòng bảo hành công trình xây dựng,Hoàn nhập dự phòng bảo hành công trình xây dựng,1.264.540.306,1.028.246.364,1264540306.0,1028246364.0
"Thu từ các dịch vụ điện, nước khác","Thu từ các dịch vụ điện, nước khác","Thu từ các dịch vụ điện, nước khác",31.412.213.509,23.023.181.957,31412213509.0,23023181957.0
Thu từ tiền đặt cọc mua nhà nhưng không thực hiện hợp đồng,Thu từ tiền đặt cọc mua nhà nhưng không thực hiện hợp đồng,Thu từ tiền đặt cọc mua nhà nhưng không thực hiện hợp đồng,-,866.052.382,,866052382.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,1.366.502.721,2.918.828.565,1366502721.0,2918828565.0
,,,52.165.879.031,35.496.900.943,52165879031.0,35496900943.0
