row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Ký quỹ, ký cược cho các hợp đồng tiếp thị và phân phối dự án bất động sản (*)","Ngắn hạn > Ký quỹ, ký cược cho các hợp đồng tiếp thị và phân phối dự án bất động sản (*)","Ký quỹ, ký cược cho các hợp đồng tiếp thị và phân phối dự án bất động sản (*)",4.931.671.869.155,5.757.042.092.241,4931671869155.0,5757042092241.0
"Tạm hoàn ứng cho chủ đầu tư - Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An (""Hà An"")","Ngắn hạn > Tạm hoàn ứng cho chủ đầu tư - Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An (""Hà An"")","Tạm hoàn ứng cho chủ đầu tư - Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An (""Hà An"")",2.029.332.000.684,1.578.882.475.033,2029332000684.0,1578882475033.0
"Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"")","Ngắn hạn > Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"")","Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"")",167.440.004.220,354.577.843.000,167440004220.0,354577843000.0
- Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Miền Nam,Ngắn hạn > - Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Miền Nam,- Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Miền Nam,45.179.472.100,-,45179472100.0,
- Công ty cổ phần Đầu tư và Xây dựng The Sang,Ngắn hạn > - Công ty cổ phần Đầu tư và Xây dựng The Sang,- Công ty cổ phần Đầu tư và Xây dựng The Sang,34.836.000.000,-,34836000000.0,
- Công ty Cổ phần Bất động sản Hiệp Phú Land,Ngắn hạn > - Công ty Cổ phần Bất động sản Hiệp Phú Land,- Công ty Cổ phần Bất động sản Hiệp Phú Land,-,118.902.300.000,,118902300000.0
- Công ty Cổ phần Sản xuất Dịch vụ Thương mại Ngô Đức,Ngắn hạn > - Công ty Cổ phần Sản xuất Dịch vụ Thương mại Ngô Đức,- Công ty Cổ phần Sản xuất Dịch vụ Thương mại Ngô Đức,-,131.500.000.000,,131500000000.0
- Công ty Cổ phần Da Sài Gòn,Ngắn hạn > - Công ty Cổ phần Da Sài Gòn,- Công ty Cổ phần Da Sài Gòn,-,67.400.000.000,,67400000000.0
- Khác,Ngắn hạn > - Khác,- Khác,87.424.532.120,36.775.543.000,87424532120.0,36775543000.0
Tạm ứng nhân viên,Ngắn hạn > Tạm ứng nhân viên,Tạm ứng nhân viên,397.688.385.385,221.655.270.457,397688385385.0,221655270457.0
Đặt cọc để nhận chuyển nhượng cổ phần,Ngắn hạn > Đặt cọc để nhận chuyển nhượng cổ phần,Đặt cọc để nhận chuyển nhượng cổ phần,-,78.170.000.000,,78170000000.0
Khác,Ngắn hạn > Khác,Khác,882.301.584.791,348.521.226.046,882301584791.0,348521226046.0
,,,8.408.433.844.235,8.338.848.906.777,8408433844235.0,8338848906777.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Ký quỹ, ký cược","Dài hạn > Ký quỹ, ký cược","Ký quỹ, ký cược",20.739.230.000,16.651.422.518,20739230000.0,16651422518.0
Vốn góp của các HĐHTKD,Dài hạn > Vốn góp của các HĐHTKD,Vốn góp của các HĐHTKD,14.185.405.800,14.185.405.800,14185405800.0,14185405800.0
Khác,Dài hạn > Khác,Khác,59.119.336.035,33.714.967.035,59119336035.0,33714967035.0
,,,94.043.971.835,64.551.795.353,94043971835.0,64551795353.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,8.502.477.816.070,8.403.400.702.130,8502477816070.0,8403400702130.0
Dự phòng phải thu khác (Thuyết minh số 11),Dài hạn > Dự phòng phải thu khác (Thuyết minh số 11),Dự phòng phải thu khác (Thuyết minh số 11),(53.365.473.672),(159.292.644.560),-53365473672.0,-159292644560.0
GIÁ TRỊ THUÀN,Dài hạn > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,8.449.112.342.398,8.244.108.057.570,8449112342398.0,8244108057570.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên liên quan(Thuyết minh số 34),Trong đó: > Phải thu các bên liên quan(Thuyết minh số 34),Phải thu các bên liên quan(Thuyết minh số 34),5.406.724.341.931,4.184.195.688.746,5406724341931.0,4184195688746.0
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,3.095.753.474.139,4.219.205.013.384,3095753474139.0,4219205013384.0
