row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp trong năm,Số đã nộp trong năm,Giảm do thanh lý công ty con,VND Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__Giảm do thanh lý công ty con,numeric__VND Số cuối năm
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,290.271.805.160,192.954.885.555,(241.885.646.269),(66.960.060.894),174.380.983.552,290271805160.0,192954885555.0,-241885646269.0,-66960060894.0,174380983552.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,116.765.350.711,257.063.639.311,(244.200.109.746),(48.960.792.563),80.668.087.713,116765350711.0,257063639311.0,-244200109746.0,-48960792563.0,80668087713.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,34.987.410.368,121.119.057.454,(111.178.411.642),(25.375.753.726),19.552.302.454,34987410368.0,121119057454.0,-111178411642.0,-25375753726.0,19552302454.0
Khác,Khác,Khác,913.241.491,1.067.482.926.161,(1.067.546.394.977),(577.096.754),272.675.921,913241491.0,1067482926161.0,-1067546394977.0,-577096754.0,272675921.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,442.937.807.730,1.638.620.508.481,(1.664.810.562.634),(141.873.703.937),274.874.049.640,442937807730.0,1638620508481.0,-1664810562634.0,-141873703937.0,274874049640.0
