row_label_raw,row_label_full,Các cá nhân,Nhân viên Tập đoàn,Mua đất,118.338.220.000,col_4,numeric__Nhân viên Tập đoàn,numeric__Mua đất,numeric__118.338.220.000,numeric__col_4
DXG,DXG,DXG,Công ty mẹ,Lợi nhuận phân chia từ HĐHTKD,46.984.249.087,85.916.661.327,,,46984249087.0,85916661327.0
FBV,FBV,FBV,Công ty trong cùng tập đoàn,Dịch vụ xây dựng,19.838.993.997,,,,19838993997.0,
E&C,E&C,E&C,Công ty trong cùng tập đoàn,Chi phí dịch vụ dự án,7.848.983.253,12.146.323.191,,,7848983253.0,12146323191.0
DTMB,DTMB,DTMB,Công ty trong cùng tập đoàn,Dịch vụ môi giới,6.279.652.657,,,,6279652657.0,
Vicco,Vicco,Vicco,Công ty trong cùng tập đoàn,Chi phí thuê văn phòng,1.628.997.464,1.764.173.318,,,1628997464.0,1764173318.0
Hà An,Hà An,Hà An,Công ty trong cùng tập đoàn,Chi phí thuê mặt bằng,,1.551.011.550,,,,1551011550.0
,,,,,200.919.096.458,101.378.169.386,,,200919096458.0,101378169386.0
