row_label_raw,row_label_full,col_0,Số cuối năm,Số cổ phiếuSố đầu năm,numeric__Số cuối năm,numeric__Số cổ phiếuSố đầu năm
Cổ phiếu được phép phát hành,Cổ phiếu được phép phát hành,Cổ phiếu được phép phát hành,453.122.377,358.051.208,453122377.0,358051208.0
Cổ phiếu đã phát hành và góp vốn đầy đủCổ phiếu phổ thông,Cổ phiếu đã phát hành và góp vốn đầy đủCổ phiếu phổ thông,Cổ phiếu đã phát hành và góp vốn đầy đủCổ phiếu phổ thông,453.122.377,358.051.208,453122377.0,358051208.0
Cổ phiếu đang lưu hànhCổ phiếu phổ thông,Cổ phiếu đang lưu hànhCổ phiếu phổ thông,Cổ phiếu đang lưu hànhCổ phiếu phổ thông,453.122.377,358.051.208,453122377.0,358051208.0
Mệnh giá cổ phiếu là 10.000 VND/cổ phần.,Mệnh giá cổ phiếu là 10.000 VND/cổ phần.,Mệnh giá cổ phiếu là 10.000 VND/cổ phần.,Mệnh giá cổ phiếu là 10.000 VND/cổ phần.,Mệnh giá cổ phiếu là 10.000 VND/cổ phần.,,
