row_label_raw,row_label_full,DXG,Công ty mẹ,Góp vốn theo HĐHTKD,103.913.184.000,124.913.184.000,numeric__Công ty mẹ,numeric__Góp vốn theo HĐHTKD,numeric__103.913.184.000,numeric__124.913.184.000
Hà Thuận Hùng,Hà Thuận Hùng,Hà Thuận Hùng,Công ty cùng Tập đoàn,Góp vốn theo HĐHTKD Đặt cọc ký quỹ,10.000.000.00050.000.000,10.000.000.000,,,1.00000000005e+18,10000000000.0
E&C,E&C,E&C,Công ty trong cùng tập đoàn,Góp vốn theo HĐHTKD,5.000.000.000,-,,,5000000000.0,
Hà An,Hà An,Hà An,Công ty cùng tập đoàn,Đặt cọc ký quỹThu hộ,1.633.708-,2.611.369.904,,,,2611369904.0
FBV,FBV,FBV,Công ty trong cùng tập đoàn,Nhận ký quỹ,-,50.000.000,,,,50000000.0
,,,,,118.964.817.708,137.574.553.904,,,118964817708.0,137574553904.0
