row_label_raw,row_label_full,Tên công ty con,Tên công ty con_1,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết (%),Tỷ lệ biểu quyết (%)_1,numeric__Tên công ty con_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ biểu quyết (%)_1
Tên công ty con,Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2021,,,,,
Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),,,,,
(9),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (9),(9),"Công ty Cổ phần Dịch vụ Nam Bộ Invest (""Nam Bộ Invest"")",Kinh doanh và môi giới BĐS,Đang hoạt động,-,63,,,,,63.0
(10),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (10),(10),"Công ty Cổ phần Bát động sản Plus (""Bất Động Sản Plus"")",Kinh doanh và môi giới BĐS,Đang hoạt động,-,55,,,,,55.0
(11),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (11),(11),"Công ty Cổ phần Dịch vụ Bát động sản Quốc tế (""Tiptek"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"64,9","64,9",,,,64.9,64.9
(12),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (12),(12),"Công ty Cổ phần Đầu tư và Dịch vụ Bát động sản Tây Nam (""Bất động sản Tây Nam"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,,51.0,
(13),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (13),(13),"Công ty Cổ phần Địa ốc Viethomes (""Viethomes"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(14),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (14),(14),"Công ty Cổ phần Bát động sản Bắc Trung Bộ (""BĐS Bắc Trung Bộ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(15),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (15),(15),"Công ty Cổ phần Bát động sản Duyên Hải (""BĐS Duyên Hải"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(16),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (16),(16),"Công ty Cổ phần Bát Động Sản Bắc Bộ (""BĐS Bắc Bộ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(17),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (17),(17),"Công ty Cổ phần Dịch vụ và Đầu tư Bát động sản Hùng Vương (""Hùng Vương"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(18),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (18),(18),"Công ty Cổ phần Dịch vụ và Đầu tư Bát động sản Kinh Bắc (""Kinh Bắc"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(19),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (19),(19),"Công ty Cổ phần Dịch vụ Quản lý Tài sản và Đầu tư Asahi Japan (""Asahi"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(20),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (20),(20),"Công ty Cổ phần Bát động sản S-Homes Group (""S-Homes"")",Kinh doanh và môi giới BĐS,Đang hoạt động,87,87,,,,87.0,87.0
(21),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (21),(21),"Công ty TNHH Nhà Ở Ngay (""Nhà Ở Ngay"")",Kinh doanh và môi giới BĐS,Đang hoạt động,99,-,,,,99.0,
(22),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (22),(22),"Công ty Cổ phần Bát động sản Indochine (""Indochine"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,,51.0,
(23),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (23),(23),"Công ty Cổ phần Đô thị Thông Minh Việt Nam (""Đô thị Thông Minh Việt Nam"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(24),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (24),(24),"Công ty Cổ phần Bát động sản Nam Miền Trung (""Nam Miền Trung"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(25),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (25),(25),"Công ty TNHH MTV Smart City (""Smart City"")",Kinh doanh BĐS,Đang hoạt động,100,100,,,,100.0,100.0
(26),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (26),(26),"Công ty TNHH MTV Smart Property (""Smart Property"")",Kinh doanh BĐS,Đang hoạt động,100,100,,,,100.0,100.0
