row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,929.670.632.102,642.675.707.917,,,929670632102.0,642675707917.0
210,210,210,I. Các khoản phải thu dài hạn,,94.043.971.835,65.080.765.641,,,94043971835.0,65080765641.0
211,211,211,1. Phải thu dài hạn khách hàng,,-,528.970.288,,,,528970288.0
216,216,216,2. Phải thu dài hạn khác,10,94.043.971.835,64.551.795.353,,10.0,94043971835.0,64551795353.0
220,220,220,II. Tài sản cố định,,204.112.321.305,194.607.556.173,,,204112321305.0,194607556173.0
221,221,221,1. Tài sản cố định hữu hình,13,141.641.506.151,128.705.613.146,,13.0,141641506151.0,128705613146.0
222,222,222,Nguyên giá,,204.001.073.289,186.806.298.955,,,204001073289.0,186806298955.0
223,223,223,Giá trị khấu hao lũy kế,,(62.359.567.138),(58.100.685.809),,,-62359567138.0,-58100685809.0
227,227,227,2. Tài sản cố định vô hình,14,62.470.815.154,65.901.943.027,,14.0,62470815154.0,65901943027.0
228,228,228,Nguyên giá,,81.977.645.339,77.244.704.797,,,81977645339.0,77244704797.0
229,229,229,Giá trị hao mòn lũy kế,,(19.506.830.185),(11.342.761.770),,,-19506830185.0,-11342761770.0
230,230,230,III. Bất động sản đầu tư,15,45.343.605.811,43.600.488.700,,15.0,45343605811.0,43600488700.0
231,231,231,1. Nguyên giá,,48.480.484.310,45.353.913.270,,,48480484310.0,45353913270.0
232,232,232,2. Giá trị khấu hao lũy kế,,(3.136.878.499),(1.753.424.570),,,-3136878499.0,-1753424570.0
240,240,240,IV. Tài sản dở dang dài hạn,,117.210.403.551,59.957.958.239,,,117210403551.0,59957958239.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,16,117.210.403.551,59.957.958.239,,16.0,117210403551.0,59957958239.0
250,250,250,V. Đầu tư tài chính dài hạn,17,201.389.524.468,20.500.000.000,,17.0,201389524468.0,20500000000.0
252,252,252,1. Đầu tư vào công ty liên kết,,176.389.524.468,500.000.000,,,176389524468.0,500000000.0
255,255,255,2. Đầu tư nằm giữ đến ngày đáo hạn,,25.000.000.000,20.000.000.000,,,25000000000.0,20000000000.0
260,260,260,VI. Tài sản dài hạn khác,,267.570.805.132,258.928.939.164,,,267570805132.0,258928939164.0
261,261,261,1. Chi phí trả trước dài hạn,18,67.180.437.552,48.412.927.987,,18.0,67180437552.0,48412927987.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,33.3,43.181.697.944,29.447.736.617,,333.0,43181697944.0,29447736617.0
269,269,269,3. Lợi thế thương mại,19,157.208.669.636,181.068.274.560,,19.0,157208669636.0,181068274560.0
270,270,270,TỔNG CỘNG TÀI SẢN,,16.602.259.161.541,15.147.811.227.799,,,16602259161541.0,15147811227799.0
