row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,,,,
FBV,Trả trước cho người bán ngắn hạn > FBV,FBV,Công ty trong cùng tập đoàn,Xây dựng nhà mẫu,-,13.715.521.156,,,,13715521156.0
DTMB,Trả trước cho người bán ngắn hạn > DTMB,DTMB,Công ty trong cùng tập đoàn,Trả trước dịch vụ môi giới,-,1.320.282.500,,,,1320282500.0
DXG,Trả trước cho người bán ngắn hạn > DXG,DXG,Công ty mẹ,Trả trước dịch vụ môi giới,-,96.526.734,,,,96526734.0
,,,,,-,15.132.330.390,,,,15132330390.0
