row_label_raw,row_label_full,Tên công ty con,Tên công ty con_1,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết (%),Tỷ lệ biểu quyết (%)_1,numeric__Tên công ty con_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ biểu quyết (%)_1
Tên công ty con,Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2021,,,,,
Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),,,,,
(27),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (27),(27),"Công ty Cổ phần Phát triển Bất động sản Emerald (""BĐS Emerald"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(28),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (28),(28),"Công ty TNHH MTV Phát triển Đô thị Quảng Ngãi (""Đô thị Quảng Ngãi"")",Kinh doanh BĐS,Đang hoạt động,100,100,,,,100.0,100.0
(29),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (29),(29),"Công ty TNHH Phát triển Đô thị Quảng Bình (""Đô thị Quảng Bình"")",Kinh doanh BĐS,Đang hoạt động,100,100,,,,100.0,100.0
(30),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (30),(30),"Công ty TNHH MTV Regal Hotel & Resort (""Regal Hotel"")",Kinh doanh BĐS,Đang hoạt động,100,-,,,,100.0,
(31),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (31),(31),"Công ty Cổ phần Đầu tư và Dịch vụ City Real (""City Real"")",Kinh doanh và môi giới BĐS,Đang hoạt động,-,60,,,,,60.0
(32),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (32),(32),"Công ty Cổ phần Đầu tư và Dịch vụ Saigon Real (""Saigon Real"")",Kinh doanh và môi giới BĐS,Đang hoạt động,-,60,,,,,60.0
(33),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (33),(33),"Công ty TNHH Đất Mới Minh Hưng (""Đất Mới Minh Hưng"")",Kinh doanh BĐS,Đang hoạt động,-,100,,,,,100.0
(34),(34),(34),"Công ty Cổ phần Đầu tư và Dịch vụ Bất Đông Sản Bình Nguyên Res (""Bình Nguyên Res"")",Kinh doanh và môi giới BĐS,Đang hoạt động,-,-,,,,,
(35),(35),(35),"Công ty Cổ phần Đầu tư và Dịch vụ Bất Đông Sản Central Real (""Central Real"")",Kinh doanh và môi giới BĐS,Đang hoạt động,-,-,,,,,
(36),(36),(36),"Công ty Cổ phần Đầu tư và Dịch vụ Bất Đông Sản Mekong Res (""Mekong Res"")",Kinh doanh và môi giới BĐS,Đang hoạt động,-,-,,,,,
(37),(36) > (37),(37),"Công ty Cổ phần Bất động sản Cần Thơ (""BĐS Cần Thơ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(38),(36) > (38),(38),"Công ty Cổ phần Dịch vụ Bất động sản Nam Miền Tây (""BĐS Nam Miền Tây"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(39),(36) > (39),(39),"Công ty Cổ phần Bất động sản Bắc Miền Tây (""BĐS Bắc Miền Tây"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(40),(36) > (40),(40),"Công ty Cổ phần Dịch vụ Bất động sản Duyên Hải Miền Tây (""Duyên Hải Miền Tây"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(41),(36) > (41),(41),"Công ty Cổ phần Cửu Long Homes (""Cửu Long Homes"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,,51.0,
(42),(36) > (42),(42),"Công ty Cổ phần Bất động sản VN Smarthomes (""VN Smarthomes"")",Kinh doanh và môi giới BĐS,Đang hoạt động,53,-,,,,53.0,
(43),(36) > (43),(43),"Công ty TNHH Đầu tư Linkland (""Đầu tư Linkland"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,100,,,,100.0,100.0
(44),(36) > (44),(44),"Công ty Cổ phần Bất động sản Link House (""Linkhouse"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
