row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.375.404.881.092,1.033.814.555.701,1375404881092.0,1033814555701.0
Vay ngân hàng (Thuyết minh số 26.1),Vay ngân hàng (Thuyết minh số 26.1),Vay ngân hàng (Thuyết minh số 26.1),799.606.873.853,859.252.832.220,799606873853.0,859252832220.0
Vay dài hạn đến hạn trả(Thuyết minh số 26.2),Vay dài hạn đến hạn trả(Thuyết minh số 26.2),Vay dài hạn đến hạn trả(Thuyết minh số 26.2),568.876.891.510,111.331.663.160,568876891510.0,111331663160.0
Vay bên khác,Vay bên khác,Vay bên khác,6.921.115.729,63.230.060.321,6921115729.0,63230060321.0
Dài hạn,Dài hạn,Dài hạn,942.178.933.673,97.178.457.436,942178933673.0,97178457436.0
Vay ngân hàng (Thuyết minh số 26.2),Vay ngân hàng (Thuyết minh số 26.2),Vay ngân hàng (Thuyết minh số 26.2),829.791.433.673,97.178.457.436,829791433673.0,97178457436.0
Phát hành trái phiếu(Thuyết minh số 26.3),Phát hành trái phiếu(Thuyết minh số 26.3),Phát hành trái phiếu(Thuyết minh số 26.3),97.387.500.000,-,97387500000.0,
Vay bên khác,Vay bên khác,Vay bên khác,15.000.000.000,-,15000000000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.317.583.814.765,1.130.993.013.137,2317583814765.0,1130993013137.0
