row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm,Tài sản khác,VND Tổng cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm,numeric__Tài sản khác,numeric__VND Tổng cộng
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,,
Số đầu năm,Nguyên giá: > Số đầu năm,Số đầu năm,33.119.878.072,43.687.827.725,436.999.000,77.244.704.797,33119878072.0,43687827725.0,436999000.0,77244704797.0
Mua mới,Nguyên giá: > Mua mới,Mua mới,1.665.677.327,711.753.000,-,2.377.430.327,1665677327.0,711753000.0,,2377430327.0
Kết chuyển từ xây dựng cơ bảnđở dang,Nguyên giá: > Kết chuyển từ xây dựng cơ bảnđở dang,Kết chuyển từ xây dựng cơ bảnđở dang,-,6.080.347.015,-,6.080.347.015,,6080347015.0,,6080347015.0
Giảm do thanh lý công ty con,Nguyên giá: > Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,-,(3.552.837.800),(171.999.000),(3.724.836.800),,-3552837800.0,-171999000.0,-3724836800.0
Số cuối năm,Nguyên giá: > Số cuối năm,Số cuối năm,34.785.555.399,46.927.089.940,265.000.000,81.977.645.339,34785555399.0,46927089940.0,265000000.0,81977645339.0
Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,,,,
Số đầu năm,Giá trị hao mòn lũy kế: > Số đầu năm,Số đầu năm,-,(11.178.835.770),(163.926.000),(11.342.761.770),,-11178835770.0,-163926000.0,-11342761770.0
Hao mòn trong năm,Giá trị hao mòn lũy kế: > Hao mòn trong năm,Hao mòn trong năm,-,(9.996.906.251),(85.562.040),(10.082.468.291),,-9996906251.0,-85562040.0,-10082468291.0
Giảm do thanh lý công ty con,Giá trị hao mòn lũy kế: > Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,-,1.746.400.876,171.999.000,1.918.399.876,,1746400876.0,171999000.0,1918399876.0
Số cuối năm,Giá trị hao mòn lũy kế: > Số cuối năm,Số cuối năm,-,(19.429.341.145),(77.489.040),(19.506.830.185),,-19429341145.0,-77489040.0,-19506830185.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,33.119.878.072,32.508.991.955,273.073.000,65.901.943.027,33119878072.0,32508991955.0,273073000.0,65901943027.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,34.785.555.399,27.497.748.795,187.510.960,62.470.815.154,34785555399.0,27497748795.0,187510960.0,62470815154.0
