row_label_raw,row_label_full,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết (%),Tỷ lệ biểu quyết (%)_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ biểu quyết (%)_1
Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2021,,,,
Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo),,,,
"(45) Công ty Cổ phần Bất động sản Link House Tây Nam (""Linkhouse Tây Nam"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (45) Công ty Cổ phần Bất động sản Link House Tây Nam (""Linkhouse Tây Nam"")","(45) Công ty Cổ phần Bất động sản Link House Tây Nam (""Linkhouse Tây Nam"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(46) Công ty Cổ phần Bất động sản Link House Miền Trung (""Linkhouse Miền Trung"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (46) Công ty Cổ phần Bất động sản Link House Miền Trung (""Linkhouse Miền Trung"")","(46) Công ty Cổ phần Bất động sản Link House Miền Trung (""Linkhouse Miền Trung"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(47) Công ty Cổ phần Bất động sản Thuận Thiên Phát (""Thuận Thiên Phát"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (47) Công ty Cổ phần Bất động sản Thuận Thiên Phát (""Thuận Thiên Phát"")","(47) Công ty Cổ phần Bất động sản Thuận Thiên Phát (""Thuận Thiên Phát"")",Kinh doanh và môi giới BĐS,Đã giải thể,-,100,,,,100.0
"(48) Công ty Cổ phần Công nghệ Dịch vụ Môi giới Ohio (""Ohio"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (48) Công ty Cổ phần Công nghệ Dịch vụ Môi giới Ohio (""Ohio"")","(48) Công ty Cổ phần Công nghệ Dịch vụ Môi giới Ohio (""Ohio"")",Kinh doanh và môi giới BĐS,Đang hoạt động,90,90,,,90.0,90.0
"(49) Công ty Cổ phần Dịch vụ và Đầu tư LinkLand (""Dịch vụ LinkLand"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (49) Công ty Cổ phần Dịch vụ và Đầu tư LinkLand (""Dịch vụ LinkLand"")","(49) Công ty Cổ phần Dịch vụ và Đầu tư LinkLand (""Dịch vụ LinkLand"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,51.0,51.0
"(50) Công ty TNHH Đầu tư Xây dựng Ngọc Lễ (""Ngọc Lễ"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (50) Công ty TNHH Đầu tư Xây dựng Ngọc Lễ (""Ngọc Lễ"")","(50) Công ty TNHH Đầu tư Xây dựng Ngọc Lễ (""Ngọc Lễ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,75,75,,,75.0,75.0
"(51) Công ty Cổ phần Bất động sản Ecohome (""Ecohome"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (51) Công ty Cổ phần Bất động sản Ecohome (""Ecohome"")","(51) Công ty Cổ phần Bất động sản Ecohome (""Ecohome"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"99,80","99,80",,,99.8,99.8
"(52) Công ty Cổ phần Đầu tư và Dịch vụ DN Premium (""DN Premium"")","Lĩnh vực kinh doanh và môi giới bất động sản (tiếp theo) > (52) Công ty Cổ phần Đầu tư và Dịch vụ DN Premium (""DN Premium"")","(52) Công ty Cổ phần Đầu tư và Dịch vụ DN Premium (""DN Premium"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,51.0,
