row_label_raw,row_label_full,Tên công ty con,Tên công ty con_1,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết (%),Tỷ lệ biểu quyết (%)_1,numeric__Tên công ty con_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ biểu quyết (%)_1
Tên công ty con,Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2021,,,,,
Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,,,,,
(61),Lĩnh vực khác > (61),(61),"Công ty Cổ phần Công nghệ Bất động sản Việt Nam (""Công Nghệ BĐS"")",Phát triển công nghệ,Đang hoạt động,"50,99","50,99",,,,50.99,50.99
(62),Lĩnh vực khác > (62),(62),"Công ty cổ phần Công nghệ Ihouzz (""Ihouzz"")",Phát triển công nghệ,Đang hoạt động,53,53,,,,53.0,53.0
(63),Lĩnh vực khác > (63),(63),"Công ty Cổ phần Dịch vụ Tài chính Bất động sản Tulip (""Tulip"")",Dịch vụ tài chính,Đang hoạt động,60,60,,,,60.0,60.0
(64),Lĩnh vực khác > (64),(64),"Công ty TNHH Tư vấn S-Media (""S-Media"")",Truyền thông quảng cáo,Đang hoạt động,99,99,,,,99.0,99.0
(65),Lĩnh vực khác > (65),(65),"Công ty Cổ phần Tư vấn Đầu tư S-Advices (""S-Advices"")","Tư vấn quản lý, đầu tư",Đang hoạt động,98,8,,,,98.0,8.0
(66),Lĩnh vực khác > (66),(66),"Công ty TNHH S-O Farm (""S-O Farm"")",Nông nghiệp,Đang hoạt động,98,98,,,,98.0,98.0
(67),Lĩnh vực khác > (67),(67),"Công ty TNHH Công Nghệ S-Tech (""S-Tech"")",Phát triển công nghệ,Đang hoạt động,100,-,,,,100.0,
(68),Lĩnh vực khác > (68),(68),"Công ty TNHH Regal Food (""Regal Food"")",Bán lẻ thực phẩm,Đang hoạt động,100,100,,,,100.0,100.0
(69),Lĩnh vực khác > (69),(69),"Công ty TNHH Nông nghiệp Lifarm (""Lifarm"")",Nông nghiệp,Đang hoạt động,100,100,,,,100.0,100.0
