row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu từ bên khác,Phải thu từ bên khác,Phải thu từ bên khác,661.966.968.057,953.828.711.740,661966968057.0,953828711740.0
- Công ty Cổ phần Tập đoàn Đầu tư và Thương Mại Thăng Long,- Công ty Cổ phần Tập đoàn Đầu tư và Thương Mại Thăng Long,- Công ty Cổ phần Tập đoàn Đầu tư và Thương Mại Thăng Long,23.717.977.722,26.545.999.306,23717977722.0,26545999306.0
- Công ty Cổ phần Đầu tư Xây dựng Thương mại Cơ hội mới,- Công ty Cổ phần Đầu tư Xây dựng Thương mại Cơ hội mới,- Công ty Cổ phần Đầu tư Xây dựng Thương mại Cơ hội mới,8.631.782.173,8.750.763.433,8631782173.0,8750763433.0
- Công ty Cổ phần Đầu tư LDG,- Công ty Cổ phần Đầu tư LDG,- Công ty Cổ phần Đầu tư LDG,1.385.435.559,68.242.019.822,1385435559.0,68242019822.0
- Công ty TNHH Dịch vụ Đầu tư và Kinh doanh Địa ốc Minh Bình,- Công ty TNHH Dịch vụ Đầu tư và Kinh doanh Địa ốc Minh Bình,- Công ty TNHH Dịch vụ Đầu tư và Kinh doanh Địa ốc Minh Bình,-,154.402.487.531,,154402487531.0
- Công ty TNHH IDE Việt Nam,- Công ty TNHH IDE Việt Nam,- Công ty TNHH IDE Việt Nam,-,71.886.015.215,,71886015215.0
- Các khách hàng khác,- Các khách hàng khác,- Các khách hàng khác,628.231.772.603,624.001.426.433,628231772603.0,624001426433.0
Phải thu từ các bên liên quan (Thuyết minh số 34),Phải thu từ các bên liên quan (Thuyết minh số 34),Phải thu từ các bên liên quan (Thuyết minh số 34),760.214.932.365,777.579.490.106,760214932365.0,777579490106.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.422.181.900.422,1.731.408.201.846,1422181900422.0,1731408201846.0
Dự phòng phải thu ngắn hạn của khách hàng (Thuyết minh số 11),Dự phòng phải thu ngắn hạn của khách hàng (Thuyết minh số 11),Dự phòng phải thu ngắn hạn của khách hàng (Thuyết minh số 11),(75.283.820.288),(186.657.670.340),-75283820288.0,-186657670340.0
GIÁ TRỊ THUẢN,GIÁ TRỊ THUẢN,GIÁ TRỊ THUẢN,1.346.898.080.134,1.544.750.531.506,1346898080134.0,1544750531506.0
