row_label_raw,row_label_full,Sft,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Hoạt động kinh doanh chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động kinh doanh chính
25,25,25,Công ty Cổ phần Cao su Bà Rịa,"Huyện Châu Đức, tỉnh Bà Rịa, Vũng Tàu","97,47%","97,47%","Trồng, chăm sóc, khai thác, chế biến và kinh doanh mũ cao su thiên nhiên; dịch vụ khách sạn và du lịch",,,0.9747,0.9747,
26,26,26,Công ty Cổ phần Cao su Tân Biên,"Huyện Tân Châu, tỉnh Tây Ninh","98,46%","98,46%","Trồng trọt, công nghiệp hóa chất phân bón và cao sư; Sản xuất, kinh doanh vất tư, dụng cụ phục vụ sản xuất nông nghiệp Đầu tư xây dựng, quản lý vận hành, sản xuất kinh doanh điện năng; Xây dựng các công trình dân dụng, thủy lợi, thủy điện, giao thông đường bộ, sản bay, bến cáng, cầu công, các công trình kỹ thuật hạ tầng các khu đô thị và khu công nghiệp",,,0.9845999999999999,0.9845999999999999,
27,27,27,Công ty Cổ phần Thủy điện Geruco Sông Côn,"Thôn Ngật, xã Jơ Ngày, huyện Đông Giang, tỉnh Quảng Nam","77,25%","83,57%","Trồng trọt, công nghiệp hóa chất phân bón và cao sư; Sản xuất, kinh doanh vất tư, dụng cụ phục vụ sản xuất nông nghiệp Đầu tư xây dựng, quản lý vận hành, sản xuất kinh doanh điện năng; Xây dựng các công trình dân dụng, thủy lợi, thủy điện, giao thông đường bộ, sản bay, bến cáng, cầu công, các công trình kỹ thuật hạ tầng các khu đô thị và khu công nghiệp",,,0.7725,0.8356999999999999,
28,28,28,Công ty Cổ phần VRG Bảo Lộc,"263 Hoàng Văn Thụ, Phường 1, TP. Bảo Lộc, tỉnh Lâm Đồng","80,93%","80,93%","Sản xuất kinh doanh thủy điện; Xây dựng các công trình công nghiệp, giao thông, thủy lợi, thủy điện",,,0.8093,0.8093,
