row_label_raw,row_label_full,Stt,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Hoạt động kinh doanh chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động kinh doanh chính
67,67,67,Công ty Cổ phần Thế thao Cao su Phú Riềng Bình Phước,"Xã Phú Riềng, huyện Phú Riềng, tỉnh Bình PhướcLô M, đường số 1, KCN Thạnh Lộc, xã Thạnh Lộc, huyện Châu Thành, tỉnh Kiên Giang","92,20%",100%,Hoạt động thể thao,,,0.922,1.0,
68,68,68,Công ty Cổ phần Gỗ MDF VRG Kiên Giang,"Xã Phú Riềng, huyện Phú Riềng, tỉnh Bình PhướcLô M, đường số 1, KCN Thạnh Lộc, xã Thạnh Lộc, huyện Châu Thành, tỉnh Kiên Giang","99,82%",100%,"Sản xuất gỗ dán, gỗ lang, ván ép và ván mỏng khác; Trồng rừng và chăm sóc rừng",,,0.9982,1.0,
69,69,69,Công ty Cổ phần Đầu tư Xây dựng Cao su Phú Thịnh,"Thôn Phú Nguyên, huyện Phú Riềng, tỉnh Bình Phước","86,19%","87,18%","Trồng, chăm sóc, khai thác và chế biến mũ cao su; chế biến gỗ",,,0.8619,0.8718,
70,70,70,Công ty Cổ phần Cao su Đồng Phú Đắk Nông,"Cụm 3 tầng, xã Ea Pô, huyện Cư Jút, tỉnh Đắk Nông","49,34%","88,41%","Trồng, chăm sóc, khai thác và chế biến mũ cao su",,,0.49340000000000006,0.8841,
71,71,71,Công ty Cổ phần Chế biến Xuất nhập khẩu Gỗ Tây Ninh,"Áp Bến Mương, xã Thạnh Đức, huyện Gò Dầu, tỉnh Tây Ninh","50,67%","70,60%","Cưa, xẻ, bảo gỗ và bảo quản gỗ; Khai thác gỗ; Sản xuất gỗ dán, gỗ lang, ván ép và ván mỏng khác",,,0.5067,0.706,
72,72,72,Công ty Cổ phần Cơ khí Vận tải Cao su Dầu Tiếng,"Khu phố 4A thị trấn Dầu Tiếng, huyện Dầu Tiếng, tỉnh Bình Dương","61,87%","68,34%","Dịch vụ vận tải hàng hóa bằng đường bộ; Sửa chữa máy móc, thiết bị sản xuất; Sửa chữa máy móc, thiết bị phương tiện vận tải (trừ thiết kế phương tiện giao thông đường bộ)",,,0.6187,0.6834,
73,73,73,Công ty Cổ phần Phân bón Thương mại Phú Thịnh,"Cụm công nghiệp tiểu thủ công nghiệp Thuận An, xã Thuận An, huyện Đắk Mil, tỉnh Đắk Nông","46,21%","53,61%","Sản xuất phân bón và hợp chất ni tor; Khai thác đá, cát, sỏi, đất sét; Trồng cây cao su; Trồng rừng và chăm sóc rừng",,,0.4621,0.5361,
74,74,74,Công ty Cổ phần Cao su Lai Châu II,"Thị trấn Mường Tè, huyện Mường Tè, tỉnh Lai Châu","99,79%",100%,"Trồng, chăm sóc, khai thác và chế biến mũ cao su",,,0.9979,1.0,
75,75,75,Công ty Cổ phần Cao su Bà Rịa Kampong Thom,"Quốc lộ 56, xã Bình Ba, huyện Châu Đức, tỉnh Bà Rịa, Vũng Tàu","92,74%",100%,"Trồng, chăm sóc, khai thác và chế biến mũ cao su",,,0.9274,1.0,
76,76,76,Công ty Cổ phần Cao su Chư sẽ Kampong Thom,"Số 420 Hùng Vương, thị trấn Chư Sê, huyện Chư Sê, tỉnh Gia Lai","99,95%","99,95%",Hoạt động dịch vụ trồng trọt; Sản xuất sản phẩm khác từ cao su; Trồng cây cao su; Trồng cây điều; Trồng cây cả phê,,,0.9995,0.9995,
77,77,77,Công ty Cổ phần Cao su Mang Yang Ratanakiri,"Số 536 Nguyễn Huệ, thị trấn Đắk Doa, huyện Đắk Doa, tỉnh Gia Lai",100%,100%,"Trồng cây cao su; Trồng rừng và chăm sóc rừng; Chăn nuôi trâu, bò; Sản xuất phân bón NPK; Vận tải hàng hóa bằng đường bộ",,,1.0,1.0,
78,78,78,Công ty Cổ phần Phân vi sinh Quảng Trị,"KCN Quản Ngang, xã Gio Quang, huyện Gio Linh, tỉnh Quảng Trị","72,03%","72,25%",Sản xuất phân bón và hợp chất ni tor,,,0.7203,0.7225,
