row_label_raw,row_label_full,Stt,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Hoạt động kinh doanh chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động kinh doanh chính
37,37,37,Công ty Cổ phần Quasa Geruco,"D21, Trung tâm Thương Mại Đông Nam Á, Thị trấn Lao Bảo, Huyện Hương Hóa, Tỉnh Quảng Trị","98,96%",100%,"Trồng, chăm sóc, khai thác và chế biến cao su và rừng nguyên liệu",,,0.9895999999999999,1.0,
38,38,38,Công ty Cổ phần TM Dịch vụ & Du lịch Cao su,"Đại lộ Hoả Bình, phường Trần Phú, thành phố Móng Cái, tỉnh Quảng Ninh","96,50%",100%,"Kinh doanh xuất nhập khẩu cao su và các loại nông, lâm, thuỷ hải sản; thực hiện các dự án xây dựng khách sạn và khu du lịch; kinh doanh dịch vụ lữ hành quốc tế và nội địaDầu tư xây dựng cơ sở hạ tầng và kinh doanh KCN; Xây dựng nhà ở, căn hộ, văn phòng; Khai thác và chế biến các loại khoảng sản; cho thuê đất, kho bãi, văn phòng, nhà ở, bãi đồ xe",,,0.965,1.0,
39,39,39,Công ty Cổ phần Phát triển Đô thị và KCN Cao su Việt Nam,"165 Bạch Đằng, thành phố Hải Dương, tỉnh Hải Dương","56,73%","59,99%","Kinh doanh xuất nhập khẩu cao su và các loại nông, lâm, thuỷ hải sản; thực hiện các dự án xây dựng khách sạn và khu du lịch; kinh doanh dịch vụ lữ hành quốc tế và nội địaDầu tư xây dựng cơ sở hạ tầng và kinh doanh KCN; Xây dựng nhà ở, căn hộ, văn phòng; Khai thác và chế biến các loại khoảng sản; cho thuê đất, kho bãi, văn phòng, nhà ở, bãi đồ xe",,,0.5672999999999999,0.5999,
40,40,40,Công ty Cổ phần Khu công nghiệp Nam Tân Uyên,"Phường Khánh Bình, thị xã Tân Uyên, tỉnh Bình Dương","42,30%","53,27%","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",,,0.423,0.5327000000000001,
41,41,41,Công ty Cổ phần Chế biến Gỗ Thuận An,"Đại lộ Bình Dương, xã Thuận Giao, thị xã Thuận An, tỉnh Bình Dương","59,69%","59,69%","Sản xuất sản phẩm khác từ gỗ; sản xuất sản phẩm từ tre, nứa, rom, rạ và vật liệu tốt bên; Mua bán mù cao su",,,0.5969,0.5969,
42,42,42,Công ty Cổ phần Gỗ Dầu Tiếng,"Khu phố 3, thị trấn Dầu Tiếng, huyện Dầu Tiếng, tỉnh Bình Dương","61,00%","61,00%","Khai thác, chế biến gỗ, sản xuất các mặt hàng : tủ, bản ghế, giường ngủ, mặt hàng gia dụng, các sản phẩm trang trí nội thất",,,0.61,0.61,
43,43,43,Công ty Cổ phần Du lịch Thương mại Khách sạn Hưng Yên,"Số nhà 611, đường Phan Đình Phùng, phường Duy Tân, thành phố Kon Tum, tỉnh Kon Tum","98,41%","98,41%","Du lịch, dịch vụ, đào tạo, sát hạch lái xe",,,0.9841,0.9841,
44,44,44,Công ty Cổ phần Cơ khí Cao Su,"Số 12, Đường HT25, Khu phố 2, Phường Hiệp Thành, Quận 12, TP. Hồ Chí Minh","92,05%","92,05%","Chuyên sản xuất, chế tạo máy sơ chế mù cao su",,,0.9205,0.9205,
45,45,45,Công ty Cổ phần Cao su Đồng Phú,"Xã Thuận Phú, huyện Đồng Phú, tỉnh Bình Phước","55,81%","55,81%","Trồng trọt, chế biến nông sản, lâm sản; Chăn nuôi gia súc, gia cấm; Công nghiệp hóa chất phân bón và cao su",,,0.5581,0.5581,
46,46,46,Công ty Cổ phần Cao su Tây Ninh,"Quốc lộ 22B, xã Hiệp Thạnh, huyện Gò Dầu, tỉnh Tây Ninh","60,00%","60,00%","Trồng, chăm sóc, khai thác, chế biến và tiêu thụ cao su thiên nhiên",,,0.6,0.6,
