row_label_raw,row_label_full,A. Tài sản tài chính,Đầu năm,Đầu năm_1,Cuối năm,Cuối năm_1,numeric__Đầu năm,numeric__Đầu năm_1,numeric__Cuối năm,numeric__Cuối năm_1
A. Tài sản tài chính,A. Tài sản tài chính,A. Tài sản tài chính,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Tiền và tương đương tiền,A. Tài sản tài chính > Tiền và tương đương tiền,Tiền và tương đương tiền,6.034.334.324.181,0,5.161.444.619.167,0,6034334324181.0,0.0,5161444619167.0,0.0
"Phải thu khách hàng, phải thu khác","A. Tài sản tài chính > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",2.527.209.810.057,(150.139.757.810),3.004.329.618.511,(108.330.486.616),2527209810057.0,-150139757810.0,3004329618511.0,-108330486616.0
Các khoản cho vay,A. Tài sản tài chính > Các khoản cho vay,Các khoản cho vay,1.899.472.671.119,(1.198.256.331.856),1.153.158.440.173,0,1899472671119.0,-1198256331856.0,1153158440173.0,0.0
Đầu tư ngắn hạn,A. Tài sản tài chính > Đầu tư ngắn hạn,Đầu tư ngắn hạn,2.838.881.118.362,(139.629.752.144),4.406.415.797.764,(7.326.928.720),2838881118362.0,-139629752144.0,4406415797764.0,-7326928720.0
Đầu tư dài hạn,A. Tài sản tài chính > Đầu tư dài hạn,Đầu tư dài hạn,3.616.543.577.990,(55.530.022.643),3.356.848.291.410,(3.059.950.000),3616543577990.0,-55530022643.0,3356848291410.0,-3059950000.0
Cộng,A. Tài sản tài chính > Cộng,Cộng,16.916.441.501.709,(1.543.555.864.453),17.082.196.767.025,(118.717.365.336),16916441501709.0,-1543555864453.0,17082196767025.0,-118717365336.0
