row_label_raw,row_label_full,18.1. Phải trả người bán ngắn hạn,Cuối năm,Đầu năm,numeric__Cuối năm,numeric__Đầu năm
Phải trả người bán về hàng hóa nội địa,Phải trả người bán về hàng hóa nội địa,Phải trả người bán về hàng hóa nội địa,249.346.568.586,388.570.123.332,249346568586.0,388570123332.0
Phải trả người bán về hàng hóa nhập khẩu,Phải trả người bán về hàng hóa nhập khẩu,Phải trả người bán về hàng hóa nhập khẩu,9.770.116.032,13.023.772.836,9770116032.0,13023772836.0
"Phải trả người bán về thi công, xây lắp công trình xây dựng","Phải trả người bán về thi công, xây lắp công trình xây dựng","Phải trả người bán về thi công, xây lắp công trình xây dựng",331.427.492.393,231.777.415.867,331427492393.0,231777415867.0
Phải trả người bán về dịch vụ nội địa được cung cấp,Phải trả người bán về dịch vụ nội địa được cung cấp,Phải trả người bán về dịch vụ nội địa được cung cấp,235.680.220.773,148.708.998.839,235680220773.0,148708998839.0
"Phải trả người bán về dịch vụ nhập khẩu, chuyển giao công nghệ","Phải trả người bán về dịch vụ nhập khẩu, chuyển giao công nghệ","Phải trả người bán về dịch vụ nhập khẩu, chuyển giao công nghệ",926.338.722,646.617.498,926338722.0,646617498.0
Phải trả người bán khác,Phải trả người bán khác,Phải trả người bán khác,218.015.911.255,33.874.227.596,218015911255.0,33874227596.0
Cộng,Cộng,Cộng,1.045.166.647.761,816.601.155.968,1045166647761.0,816601155968.0
