row_label_raw,row_label_full,03.1. Phải thu ngắn hạn của khách hàng,Cuối năm,Đầu năm,numeric__Cuối năm,numeric__Đầu năm
Phải thu khách hàng mua mù cao su nội địa,Phải thu khách hàng mua mù cao su nội địa,Phải thu khách hàng mua mù cao su nội địa,822.326.894.319,505.335.612.685,822326894319.0,505335612685.0
Phải thu khách hàng mua mù cao xu xuất khẩu,Phải thu khách hàng mua mù cao xu xuất khẩu,Phải thu khách hàng mua mù cao xu xuất khẩu,119.551.652.025,103.369.580.454,119551652025.0,103369580454.0
"Phải thu khách hàng về hoạt động gia công chế biến mù cao su, pallet, sản xuất các sản phẩm từ gỗ","Phải thu khách hàng về hoạt động gia công chế biến mù cao su, pallet, sản xuất các sản phẩm từ gỗ","Phải thu khách hàng về hoạt động gia công chế biến mù cao su, pallet, sản xuất các sản phẩm từ gỗ",356.428.836.616,318.899.830.986,356428836616.0,318899830986.0
Phải thu khách hàng về hoạt động sản xuất kinh doanh diện năng,Phải thu khách hàng về hoạt động sản xuất kinh doanh diện năng,Phải thu khách hàng về hoạt động sản xuất kinh doanh diện năng,93.803.794.332,110.240.592.623,93803794332.0,110240592623.0
"Phải thu khách hàng mua cây cao su thanh lý, gầy đồ","Phải thu khách hàng mua cây cao su thanh lý, gầy đồ","Phải thu khách hàng mua cây cao su thanh lý, gầy đồ",12.806.268.123,16.245.839.074,12806268123.0,16245839074.0
"Phải thu về khách hàng hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng","Phải thu về khách hàng hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng","Phải thu về khách hàng hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng",22.654.317.827,18.663.336.479,22654317827.0,18663336479.0
"Phải thu khách hàng về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị","Phải thu khách hàng về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị","Phải thu khách hàng về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị",19.878.561.002,13.432.937.836,19878561002.0,13432937836.0
"Phải thu khách hàng về hoạt động tư vấn, giám sát và các dịch vụ thấm định trong xây lắp công trình","Phải thu khách hàng về hoạt động tư vấn, giám sát và các dịch vụ thấm định trong xây lắp công trình","Phải thu khách hàng về hoạt động tư vấn, giám sát và các dịch vụ thấm định trong xây lắp công trình",16.422.993.341,12.423.786.199,16422993341.0,12423786199.0
Phải thu khách hàng về hoạt động chuyển nhượng bất động sản,Phải thu khách hàng về hoạt động chuyển nhượng bất động sản,Phải thu khách hàng về hoạt động chuyển nhượng bất động sản,29.567.163.956,43.088.476.457,29567163956.0,43088476457.0
"Phải thu về khách hàng thuê hạ tầng khu công nghiệp, khu dân cư","Phải thu về khách hàng thuê hạ tầng khu công nghiệp, khu dân cư","Phải thu về khách hàng thuê hạ tầng khu công nghiệp, khu dân cư",43.409.230.963,33.932.981.703,43409230963.0,33932981703.0
Phải thu khách hàng hoạt động cho thuê tài sản,Phải thu khách hàng hoạt động cho thuê tài sản,Phải thu khách hàng hoạt động cho thuê tài sản,1.062.072.000,1.062.072.000,1062072000.0,1062072000.0
"Phải thu khách hàng hoạt động vận tải, lưu kho và dịch vụ logistic","Phải thu khách hàng hoạt động vận tải, lưu kho và dịch vụ logistic","Phải thu khách hàng hoạt động vận tải, lưu kho và dịch vụ logistic",1.610.000.000,1.460.043.397,1610000000.0,1460043397.0
"Phải thu khách hàng hoạt động lưu trú ngắn ngày, lữ hành, du lịch và dịch vụ nhà hàng khách sạn","Phải thu khách hàng hoạt động lưu trú ngắn ngày, lữ hành, du lịch và dịch vụ nhà hàng khách sạn","Phải thu khách hàng hoạt động lưu trú ngắn ngày, lữ hành, du lịch và dịch vụ nhà hàng khách sạn",247.493.715,5.035.518.000,247493715.0,5035518000.0
"Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác","Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác","Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác",238.760.584.010,99.590.686.112,238760584010.0,99590686112.0
Cộng,Cộng,Cộng,1.778.529.862.229,1.282.781.294.005,1778529862229.0,1282781294005.0
