row_label_raw,row_label_full,Stt,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Hoạt động kinh doanh chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động kinh doanh chính
57,57,57,Công ty Cổ phần Khu Công nghiệp Long Khánh,"Khu công nghiệp Long Khánh, xã Bình Lộc, thị xã Long Khánh, tỉnh Đồng Nai","75,68%","81,00%","Kinh doanh bất động sản, đầu tư xây dựng và kinh doanh cơ sở hạ tầng khu công nghiệp",,,0.7568,0.81,
58,58,58,Công ty Cổ phần Cao su Hà Giang,"Nhóm 4, Tổ 9, Thị trấn Việt Quang, huyện Bắc Quang, tỉnh Hà GiangThừa đất số 117, 118, tờ bản đồ số 15, ấp 1, xã Hưng Hoà, huyện Bầu Bàng,tỉnh Bình Dương",100%,100%,"Trồng, chăm sóc, khai thác và chế biến mù cây cao su; Dịch vụ hỗ trợ trồng mới; Chăn nuôi gia súc; Trồng và chăm sóc rừng; Chế biến gỗ; Đại lý mua bán tận thu mũ cao su",,,1.0,1.0,
59,59,59,Công ty Cổ phần Cao su Trường Phát,"Áp Thuận Phú I, xã Thuận Phú, huyện Đồng Phú, tỉnh Bình Phước","55,09%","90,00%",Chế biến gỗ; Mua bán mũ cao su,,,0.5509000000000001,0.9,
60,60,60,Công ty Cổ phần Cao Su Đồng Phú Kratie,"Áp Trung Tâm, xã Xuân Lập, thị xã Long Khánh, tỉnh Đồng Nai","62,25%","87,53%","Trồng, chăm sóc, khai thác, chế biến cao su",,,0.6225,0.8753,
61,61,61,Công ty Cổ phần Cao Su Đồng Nai Kratie,"Áp Trung Tâm, xã Xuân Lập, thị xã Long Khánh, tỉnh Đồng Nai","88,27%","88,27%","Trồng, khai thác và chế biến cao su và cây nông nghiệp. Sản xuất, mua bán vật tư nông nghiệp",,,0.8826999999999999,0.8826999999999999,
62,62,62,Công ty Cổ phần Thủy điện VRG Ngọc Lĩnh,"Thị trấn Đắk GLei, huyện Đắk Glei,tỉnh Kon Tum","77,46%","99,38%","Sản xuất, truyền tải và phân phối điện",,,0.7746,0.9937999999999999,
63,63,63,Công ty Cổ phần Cao su Kỹ thuật Đồng Phú,"Xã Tân Lập, huyện Đồng Phú, tỉnh Bình Phước","41,54%","74,44%","Chế biến cao su kỹ thuật và các sản phẩm dân dụng từ cao su; Kinh doanh thương mại, xuất nhập khẩu cao su, vật tư, phân bón, hóa chất",,,0.4154,0.7444,
64,64,64,Công ty Cổ phần Cao su Bảo Lâm,"Xã Lộc Bảo, huyện Bảo Lâm, tỉnh Lâm ĐồngKhu Công Nghiệp Rạch Bắp, đường D1, xã An Điền, huyện Bến Cát, tỉnh Bình Dương","81,68%","81,68%","Trồng, khai thác và chế biến cao su thiên nhiên. Quản lý, bảo vệ, trồng rừng, khai thác và chế biến lâm sản",,,0.8168000000000001,0.8168000000000001,
65,65,65,Công ty Cổ phần Công nghiệp An Điền,,"92,67%","97,00%","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê Thi công xây dựng công trình dân dụng, công nghiệp; Đầu tư xây dựng và kinh doanh kết cấu hạ tầng kỹ thuật KCN, khu dân cư; Kinh doanh và cho thuê nhà ở, văn phòng, nhà xưởng, nhà kho, bến bãi; Tư vấn, môi giới, định giả và đầu giả bắt động sản, quyền sử dụng đất",,,0.9267,0.97,
66,66,66,Công ty Cổ phần Kinh doanh bất động sản Cao Su Dầu Tiếng,"Khu phố 3, thị trấn Dầu Tiếng, huyện Dầu Tiếng, tỉnh Bình Dương","54,72%","54,72%","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê Thi công xây dựng công trình dân dụng, công nghiệp; Đầu tư xây dựng và kinh doanh kết cấu hạ tầng kỹ thuật KCN, khu dân cư; Kinh doanh và cho thuê nhà ở, văn phòng, nhà xưởng, nhà kho, bến bãi; Tư vấn, môi giới, định giả và đầu giả bắt động sản, quyền sử dụng đất",,,0.5472,0.5472,
