row_label_raw,row_label_full,07. Nợ xấu,Số cuối năm > Giá gốc,Số cuối năm > Giá trị có thể thu hồi,Số cuối năm > Đối tượng nợ,Số đầu năm > Giá gốc,Số đầu năm > Giá trị có thể thu hồi,Số đầu năm > Đối tượng nợ,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị có thể thu hồi,numeric__Số cuối năm > Đối tượng nợ,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị có thể thu hồi,numeric__Số đầu năm > Đối tượng nợ
a. Nhóm nợ ngắn hạn khó đòi,a. Nhóm nợ ngắn hạn khó đòi,a. Nhóm nợ ngắn hạn khó đòi,125.105.112.600,33.800.589.704,,805.832.198.706,45.561.847.950,,125105112600.0,33800589704.0,,805832198706.0,45561847950.0,
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,79.505.427.027,12.626.423.001,,720.296.064.488,18.838.936.592,,79505427027.0,12626423001.0,,720296064488.0,18838936592.0,
Công ty TNHH Đình Huy,Công ty TNHH Đình Huy,Công ty TNHH Đình Huy,2.206.000.000,2.200.000.000,Trên 3 năm,2.306.000.000,0,Trên 3 năm,2206000000.0,2200000000.0,,2306000000.0,0.0,
Công ty Cổ phần Chứng khoán Delta,Công ty Cổ phần Chứng khoán Delta,Công ty Cổ phần Chứng khoán Delta,5.984.360.000,0,Trên 3 năm,5.984.360.000,0,Trên 3 năm,5984360000.0,0.0,,5984360000.0,0.0,
Công ty Đầu tư PT Cao su Hoàng Anh,Công ty Đầu tư PT Cao su Hoàng Anh,Công ty Đầu tư PT Cao su Hoàng Anh,0,0,Trên 3 năm,1.179.168.000,565.273.600,Trên 3 năm,0.0,0.0,,1179168000.0,565273600.0,
Công ty KD hàng xuất khẩu Quang Đức,Công ty KD hàng xuất khẩu Quang Đức,Công ty KD hàng xuất khẩu Quang Đức,3.934.787.340,2.129.060.670,Trên 3 năm,3.126.452.340,2.188.516.638,Trên 3 năm,3934787340.0,2129060670.0,,3126452340.0,2188516638.0,
Công ty Cổ phần Cao su Miền Trung,Công ty Cổ phần Cao su Miền Trung,Công ty Cổ phần Cao su Miền Trung,1.192.125.000,0,Trên 3 năm,1.192.125.000,0,Trên 3 năm,1192125000.0,0.0,,1192125000.0,0.0,
Công ty Cổ phần An Xuyên,Công ty Cổ phần An Xuyên,Công ty Cổ phần An Xuyên,0,0,Trên 3 năm,15.979.699.450,0,Trên 3 năm,0.0,0.0,,15979699450.0,0.0,
Công ty Cổ phần Thủy sản Đồng Tháp,Công ty Cổ phần Thủy sản Đồng Tháp,Công ty Cổ phần Thủy sản Đồng Tháp,0,0,Trên 3 năm,12.857.597.535,92.847.222,Trên 3 năm,0.0,0.0,,12857597535.0,92847222.0,
Romy Spoll,Romy Spoll,Romy Spoll,43.672.611,0,Trên 3 năm,3.716.261.100,0,Trên 3 năm,43672611.0,0.0,,3716261100.0,0.0,
Công ty Vật liệu xây dựng và Xây lắp Thương Mại - Bộ Thương Mại,Công ty Vật liệu xây dựng và Xây lắp Thương Mại - Bộ Thương Mại,Công ty Vật liệu xây dựng và Xây lắp Thương Mại - Bộ Thương Mại,0,0,Trên 3 năm,5.007.361.732,0,Trên 3 năm,0.0,0.0,,5007361732.0,0.0,
Công ty Cổ phần Đầu tư Xây dựng Cao su,Công ty Cổ phần Đầu tư Xây dựng Cao su,Công ty Cổ phần Đầu tư Xây dựng Cao su,11.466.292.170,6.019.831.225,Trên 3 năm,19.092.298.454,13.359.152.368,Trên 3 năm,11466292170.0,6019831225.0,,19092298454.0,13359152368.0,
Phải thu các khách hàng khác,Phải thu các khách hàng khác,Phải thu các khách hàng khác,54.678.189.906,2.277.531.106,Trên 3 năm,649.854.740.877,2.633.146.764,Trên 3 năm,54678189906.0,2277531106.0,,649854740877.0,2633146764.0,
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,4.449.589.599,2.358.460.084,,4.638.442.599,2.270.334.084,,4449589599.0,2358460084.0,,4638442599.0,2270334084.0,
Công ty Cổ phần Phương Nam,Công ty Cổ phần Phương Nam,Công ty Cổ phần Phương Nam,2.028.006.109,1.014.003.054,Trên 3 năm,2.028.006.109,1.014.003.054,Trên 3 năm,2028006109.0,1014003054.0,,2028006109.0,1014003054.0,
Công ty Cổ phần Thần Châu,Công ty Cổ phần Thần Châu,Công ty Cổ phần Thần Châu,1.000.000.000,527.994.000,Trên 3 năm,1.000.000.000,0,Trên 3 năm,1000000000.0,527994000.0,,1000000000.0,0.0,
Trả trước ngắn hạn cho các đối tượng khác,Trả trước ngắn hạn cho các đối tượng khác,Trả trước ngắn hạn cho các đối tượng khác,1.421.583.490,816.463.030,Trên 3 năm,1.610.436.490,1.256.331.030,Trên 3 năm,1421583490.0,816463030.0,,1610436490.0,1256331030.0,
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,10.276.037.810,9.782.395.493,,10.276.037.810,417.183.038,,10276037810.0,9782395493.0,,10276037810.0,417183038.0,
Công ty Cổ phần Chứng khoán Delta,Công ty Cổ phần Chứng khoán Delta,Công ty Cổ phần Chứng khoán Delta,9.184.524.709,8.920.232.392,Trên 3 năm,9.184.524.709,417.183.038,Trên 3 năm,9184524709.0,8920232392.0,,9184524709.0,417183038.0,
Phải thu về cho vay các đối tượng khác,Phải thu về cho vay các đối tượng khác,Phải thu về cho vay các đối tượng khác,1.091.513.101,862.163.101,Trên 3 năm,1.091.513.101,0,Trên 3 năm,1091513101.0,862163101.0,,1091513101.0,0.0,
Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,30.874.058.164,9.033.311.126,,70.621.653.809,24.035.394.236,,30874058164.0,9033311126.0,,70621653809.0,24035394236.0,
Tiền ký quỹ tại hải quan Campuchia,Tiền ký quỹ tại hải quan Campuchia,Tiền ký quỹ tại hải quan Campuchia,1.343.677.416,0,Trên 3 năm,1.343.677.416,0,Trên 3 năm,1343677416.0,0.0,,1343677416.0,0.0,
Phải thu về lãi cho vay,Phải thu về lãi cho vay,Phải thu về lãi cho vay,0,0,Trên 3 năm,36.382.890.357,0,Trên 3 năm,0.0,0.0,,36382890357.0,0.0,
"Phải thu về tạm ứng, cho vay đội thi công","Phải thu về tạm ứng, cho vay đội thi công","Phải thu về tạm ứng, cho vay đội thi công",17.683.314.848,0,Trên 3 năm,17.683.314.848,17.683.314.848,Trên 3 năm,17683314848.0,0.0,,17683314848.0,17683314848.0,
Phải thu khác,Phải thu khác,Phải thu khác,11.847.065.900,9.033.311.126,Trên 3 năm,15.211.771.188,6.352.079.388,Trên 3 năm,11847065900.0,9033311126.0,,15211771188.0,6352079388.0,
b. Nhóm nợ dài hạn khó đòi,b. Nhóm nợ dài hạn khó đòi,b. Nhóm nợ dài hạn khó đòi,25.250.000.000,0,,25.250.000.000,0,,25250000000.0,0.0,,25250000000.0,0.0,
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,25.250.000.000,0,,25.250.000.000,0,,25250000000.0,0.0,,25250000000.0,0.0,
Làng biết thụ du lịch sinh thái Quận 9,Làng biết thụ du lịch sinh thái Quận 9,Làng biết thụ du lịch sinh thái Quận 9,11.250.000.000,0,Dự án bị hủy,11.250.000.000,0,Dự án bị hủy,11250000000.0,0.0,,11250000000.0,0.0,
Công ty Cổ phần Chứng khoán Delta,Công ty Cổ phần Chứng khoán Delta,Công ty Cổ phần Chứng khoán Delta,14.000.000.000,0,Ngừng HD,14.000.000.000,0,Ngừng HD,14000000000.0,0.0,,14000000000.0,0.0,
Công ty Cho thuê Tài chính II,Công ty Cho thuê Tài chính II,Công ty Cho thuê Tài chính II,0,0,Trên 3 năm,599.500.000.000,0,Trên 3 năm,0.0,0.0,,599500000000.0,0.0,
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,5.721.300.000,0,Trên 3 năm,174.937.644,0,Trên 3 năm,5721300000.0,0.0,,174937644.0,0.0,
Cộng,Cộng,Cộng,156.076.412.600,33.800.589.704,,1.430.757.136.350,45.561.847.950,,156076412600.0,33800589704.0,,1430757136350.0,45561847950.0,
