row_label_raw,row_label_full,Stt,Tên công ty,Bảo cáo tài chính tham gia hợp nhất,Đơn vị kiểm toán,Ý kiến Kiểm toán viên trên Báo cáo kiểm toán,numeric__Tên công ty,numeric__Bảo cáo tài chính tham gia hợp nhất,numeric__Đơn vị kiểm toán,numeric__Ý kiến Kiểm toán viên trên Báo cáo kiểm toán
85,85,85,Công ty Cổ phần Cao su Krông Buk Ratanakiri,Bảo cáo tài chính hợp nhất,AASC,Ngoại trừ,,,,
86,86,86,Công ty Cổ phần Cao su Chư Prông - Stung Treng,Bảo cáo tài chính hợp nhất,AASC,Ngoại trừ,,,,
87,87,87,Công ty Cổ phần Cao su Dầu Tiếng Kratie,Bảo cáo tài chính hợp nhất,AVA,Chấp nhận toàn phần,,,,
88,88,88,Công ty Cổ phần Cao su Dầu Tiếng Campuchia,Bảo cáo tài chính hợp nhất,AVA,Chấp nhận toàn phần,,,,
89,89,89,Công ty Cổ phần Chế biến Gỗ Cao su Đồng Nai,Bảo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
90,90,90,Công ty TNHH MTV Địa ốc Cao su Đồng Nai,Bảo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
91,91,91,Công ty Cổ phần Gỗ Đồng Phú,Bảo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
92,92,92,Công ty TNHH Phát triển Cao su C.R.C.K,Bảo cáo tài chính chuyển đổi,AVINA-IAFC,Ngoại trừ,,,,
93,93,93,Công ty Cổ phần Khu công nghiệp Tân Bình,Bảo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
94,94,94,Công ty Cổ phần VRG Khải Hoàn,Bảo cáo tài chính,AASC,Ngoại trừ,,,,
95,95,95,Công ty TNHH Cao su Bolikhamxay - Hà Tĩnh,Bảo cáo tài chính chuyển đổi,AVA,Chấp nhận toàn phần,,,,
96,96,96,Công ty TNHH Phát triển Cao su Tây Ninh - Siêm Riệp,Bảo cáo tài chính chuyển đổi,AVA,Chấp nhận toàn phần,,,,
97,97,97,Công ty TNHH MTV VRG Oudomxay,Bảo cáo tài chính chuyển đổi,AASC,Chấp nhận toàn phần,,,,
98,98,98,Công ty TNHH VKETI,Bảo cáo tài chính chuyển đổi,AASC,Chấp nhận toàn phần,,,,
99,99,99,Công ty Cổ phần Cao su Dầu Tiếng - Lai Châu,Bảo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
100,100,100,Công ty Cổ phần Cao su Ea H'leo - BM,Bảo cáo tài chính chuyển đổi,Không kiểm toán,,,,,
101,101,101,Công ty TNHH Cao su Phước Hòa Đắk Lắk,Bảo cáo tài chính,Không kiểm toán,,,,,
102,102,102,Công ty Cổ phần Cao su Mường Nhé - Điện Biên,Bảo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
103,103,103,Công ty TNHH MTV Cao su Qua Van,Bảo cáo tài chính,Không kiểm toán,,,,,
104,104,104,Công ty Cổ phần Gỗ Lộc Ninh,Bảo cáo tài chính,Không kiểm toán,,,,,
105,105,105,Công ty TNHH Cao su & Lâm nghiệp Phước Hòa - Đắk Lắk,Bảo cáo tài chính,Không kiểm toán,,,,,
106,106,106,Công ty Cổ phần xuất khẩu Cao su VRG Nhật Bản,Bảo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
107,107,107,Công ty Cổ phần Đầu tư Xây dựng Cao su,Bảo cáo tài chính,AVA,Ngoại trừ,,,,
108,108,108,Công ty Cổ phần Xây dựng & Tư vấn Đầu tư,Bảo cáo tài chính,AASC,Ngoại trừ,,,,
109,109,109,Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,Bảo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
110,110,110,Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,Bảo cáo tài chính,AVA,Ngoại trừ,,,,
111,111,111,Công ty Cổ phần Kinh doanh BOT Đường ĐT.741,Bảo cáo tài chính,VIETVALUES,Chấp nhận toàn phần,,,,
