row_label_raw,row_label_full,- Nguồn kinh phí đầu năm > - Nguồn kinh phí được cấp trong năm,(46.637.469.123) > 139.582.506.146,(43.188.313.730) > 108.539.304.247,numeric__(46.637.469.123) > 139.582.506.146,numeric__(43.188.313.730) > 108.539.304.247
- Chi sự nghiệp,- Chi sự nghiệp,- Chi sự nghiệp,(150.334.334.660),(111.988.459.640),-150334334660.0,-111988459640.0
- Nguồn kinh phí còn lại cuối năm,- Nguồn kinh phí còn lại cuối năm,- Nguồn kinh phí còn lại cuối năm,(57.389.297.637),(46.637.469.123),-57389297637.0,-46637469123.0
