row_label_raw,row_label_full,Stt,Tên công ty,Báo cáo tài chính tham gia hợp nhất,Đơn vị kiểm toán,Ý kiến Kiểm toán viên trên Báo cáo kiểm toán,numeric__Tên công ty,numeric__Báo cáo tài chính tham gia hợp nhất,numeric__Đơn vị kiểm toán,numeric__Ý kiến Kiểm toán viên trên Báo cáo kiểm toán
112,112,112,Công ty Cổ phần gỗ MDF VRG-Dongwha,Báo cáo tài chính,KPMG,Chấp nhận toàn phần,,,,
113,113,113,Công ty Đầu tư Phát triển VRG Long Thành,Báo cáo tài chính,AVA,Chấp nhận toàn phần,,,,
114,114,114,Công ty Cổ phần Đầu tư Sài Gòn VRG,Báo cáo tài chính hợp nhất,AASC,Chấp nhận toàn phần,,,,
115,115,115,Công ty Cổ phần KCN Hồ Nai,Báo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
116,116,116,Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,Báo cáo tài chính hợp nhất,AASC,Chấp nhận toàn phần,,,,
117,117,117,Công ty Cổ phần Cao su Bến Thành,Báo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
118,118,118,Công ty Cổ phần Xây dựng Cao su Đồng Nai,Báo cáo tài chính hợp nhất,AASC,Chấp nhận toàn phần,,,,
119,119,119,Công ty Cổ phần Lộc Thịnh,Báo cáo tài chính,PKF,Chấp nhận toàn phần,,,,
120,120,120,Công ty Cổ phần Phú Việt Tín,Báo cáo tài chính,SGA,Chấp nhận toàn phần,,,,
121,121,121,Công ty Cổ phần Chí sợi Cao su V.R.G SA DO,Báo cáo tài chính,SGA,Chấp nhận toàn phần,,,,
122,122,122,Công ty Cổ phần Phát triển Khu công nghiệp Lộc Khang,Báo cáo tài chính,Không kiểm toán,,,,,
123,123,123,Công ty Cổ phần Chế biển gỗ Cao su Chư Păng,Báo cáo tài chính,Không kiểm toán,,,,,
124,124,124,Công ty Cổ phần Phát triển Nông nghiệp Việt Mỹ Hà Tĩnh,Báo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
125,125,125,Công ty Cổ phần Thống Nhất,Báo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
126,126,126,Công ty Cổ phần Du Lịch Cao su Hàm Rồng,Báo cáo tài chính,AASC,Chấp nhận toàn phần,,,,
