row_label_raw,row_label_full,02. Đầu tư tài chính,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Số cuối năm > Giá trị hợp lý,Số đầu năm > Giá gốc,Số đầu năm > Dự phòng,Số đầu năm > Giá trị hợp lý,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Dự phòng,numeric__Số đầu năm > Giá trị hợp lý
"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo)","02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo)","02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo)","02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo)","02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo)","02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo)","02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo)","02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo)","02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo)",,,,,,
Công ty Cổ phần Gỗ MDF VRG - Dongwha,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > Công ty Cổ phần Gỗ MDF VRG - Dongwha",Công ty Cổ phần Gỗ MDF VRG - Dongwha,490.000.000.000,0,1.438.814.090.804,490.000.000.000,0,1.333.015.887.962,490000000000.0,0.0,1438814090804.0,490000000000.0,0.0,1333015887962.0
Công ty Cổ phần Thống Nhất,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > Công ty Cổ phần Thống Nhất",Công ty Cổ phần Thống Nhất,29.577.600.000,0,52.026.586.493,29.577.600.000,0,49.656.090.897,29577600000.0,0.0,52026586493.0,29577600000.0,0.0,49656090897.0
Công ty Cổ phần Đầu tư Xây dựng Cao su,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > Công ty Cổ phần Đầu tư Xây dựng Cao su",Công ty Cổ phần Đầu tư Xây dựng Cao su,25.200.000.000,0,41.125.718.096,25.200.000.000,0,39.842.062.583,25200000000.0,0.0,41125718096.0,25200000000.0,0.0,39842062583.0
Công ty Cổ phần Xây dựng & Tư vấn Đầu tư,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > Công ty Cổ phần Xây dựng & Tư vấn Đầu tư",Công ty Cổ phần Xây dựng & Tư vấn Đầu tư,10.231.200.000,0,3.902.964.699,10.231.200.000,0,12.383.175.293,10231200000.0,0.0,3902964699.0,10231200000.0,0.0,12383175293.0
Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex",Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,9.800.000.000,0,8.468.712.710,9.800.000.000,0,7.940.370.582,9800000000.0,0.0,8468712710.0,9800000000.0,0.0,7940370582.0
Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > Công ty Cổ phần Cao su Thành phố Hồ Chí Minh",Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,84.945.531.000,0,92.564.679.832,84.945.531.000,0,95.886.742.039,84945531000.0,0.0,92564679832.0,84945531000.0,0.0,95886742039.0
Công ty Cổ phần Xây dựng Cao su Đồng Nai,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > Công ty Cổ phần Xây dựng Cao su Đồng Nai",Công ty Cổ phần Xây dựng Cao su Đồng Nai,7.132.600.000,0,10.403.987.008,7.132.600.000,0,10.567.823.978,7132600000.0,0.0,10403987008.0,7132600000.0,0.0,10567823978.0
Công ty Đầu tư Phát triển VRG Long Thành,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > Công ty Đầu tư Phát triển VRG Long Thành",Công ty Đầu tư Phát triển VRG Long Thành,31.000.000.000,0,52.741.671.645,31.000.000.000,0,41.743.035.455,31000000000.0,0.0,52741671645.0,31000000000.0,0.0,41743035455.0
Công ty Cổ phần Công nghiệp Dịch vụ Cao su Chư Pãh,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > Công ty Cổ phần Công nghiệp Dịch vụ Cao su Chư Pãh",Công ty Cổ phần Công nghiệp Dịch vụ Cao su Chư Pãh,0,0,0,14.797.000.000,0,4.742.966.275,0.0,0.0,0.0,14797000000.0,0.0,4742966275.0
