row_label_raw,row_label_full,"11. Thuế và các khoản phải thu, phải trả Nhà nước (Tiếp theo)",Đầu năm,Số phải nộp trong năm,Số thực nộp trong năm,Cuối năm,numeric__Đầu năm,numeric__Số phải nộp trong năm,numeric__Số thực nộp trong năm,numeric__Cuối năm
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,(17.212.822.504),668.773.332.936,(724.999.313.433),(73.438.803.001),-17212822504.0,668773332936.0,-724999313433.0,-73438803001.0
Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,7.558.918.140,10.129.042.680,(14.035.557.132),3.652.403.688,7558918140.0,10129042680.0,-14035557132.0,3652403688.0
Tiền môn bài,Tiền môn bài,Tiền môn bài,(2.450.000),474.992.250,(472.992.250),(450.000),-2450000.0,474992250.0,-472992250.0,-450000.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,(11.429.916.489),47.832.872.806,(41.726.646.090),(5.323.689.773),-11429916489.0,47832872806.0,-41726646090.0,-5323689773.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,42.336.423.173,23.965.964.744,(52.766.778.601),13.535.609.316,42336423173.0,23965964744.0,-52766778601.0,13535609316.0
"Các khoản phí, lệ phí và các khoản phải nộp khác","Các khoản phí, lệ phí và các khoản phải nộp khác","Các khoản phí, lệ phí và các khoản phải nộp khác",209.623.515.289,713.277.096.800,(913.324.206.806),9.576.405.283,209623515289.0,713277096800.0,-913324206806.0,9576405283.0
Cộng,Cộng,Cộng,359.919.368.059,3.000.875.579.035,(3.332.109.266.137),28.685.680.957,359919368059.0,3000875579035.0,-3332109266137.0,28685680957.0
