row_label_raw,row_label_full,Stt,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Hoạt động kinh doanh chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động kinh doanh chính
47,47,47,Công ty Cổ phần Cao su Sơn La,"Tổ 11, Phường Chiềng Lê, TP Sơn La, Tỉnh Sơn La","99,30%",100%,"Trồng, chăm sóc, khai thác và chế biến mũ cao su",,,0.993,1.0,
48,48,48,Công ty Cổ phần Cao Su Điện Biên,"Đội 19, xã Thanh Hưng, huyện Điện Biên, tỉnh Điện Biên",100%,100%,"Trồng cây cao su và sơ chếConst Cao su; Dịch vụ hỗ trợ trồng mới cây Cao su; Trồng rừng, chế biến gỗ, chăn nuôi gia súc; Đại lý mua bán, phân phối cây giống, phân bón, các sản phẩm Cao su",,,1.0,1.0,
49,49,49,Công ty Cổ phần Cao Su Lai Châu,"Tổ 5, phường Đoàn kết, thị xã Lai Châu, Tỉnh Lai Châu","98,16%",100%,Trồng cây cao su và sơ chếConst mua cao su; Dịch vụ hỗ trợ trồng mới tiêu điện; Trồng rừng; Đại lý bón phân; Kinh doanh xuất nhập khẩu,,,0.9815999999999999,1.0,
50,50,50,Công ty Cổ phần Cao su Dầu Tiếng Việt Lào,"Khu phố 3, thị trấn Dầu Tiếng, huyện Dầu Tiếng, tỉnh Bình Dương","49,00%","49,00%","Trồng, chăm sóc, khai thác, chế biến cao su tại Lào",,,0.49,0.49,
51,51,51,Công ty Cổ phần Cao su Sa Thầy,"308E Phan Đình Phòng, Phường Ngô Mây, TP. Kon Tum, Tỉnh Kon Tum","95,52%",100%,Trồng và chăm sóc cây cao su,,,0.9551999999999999,1.0,
52,52,52,Công ty Cổ phần Đầu tư Phát triển Cao su Nghệ An,"Số 17, đường Phan Đăng Lưu, Phường Trường Thi, Thành phố Vinh, tỉnh Nghệ An","94,26%","96,17%","Trồng cây cao su: trồng, chăm sóc, khai thác và chế biến cao su nguyên chất; Trồng rừng và chăm sóc rừng",,,0.9426000000000001,0.9617,
53,53,53,Công ty Cổ phần Cao su Tân Biên Kampongthom,"Tổ 8, ấp Thạnh Phú, xã Tân Hiệp, huyện Tân Châu, tỉnh Tây Ninh","98,97%","99,80%",Trồng và chăm sóc cây cao su,,,0.9897,0.998,
54,54,54,Công ty Cổ phần Cao su Phú Riềng Kratie,"Thôn Phú Nguyên, huyện Phú Riềng, tỉnh Bình Phước","70,00%","70,00%","Sản xuất sản phẩm khác từ cao su; Trồng rừng và chăm sóc rừng; Trồng cây cao su Đầu tư xây dựng, quản lý vận hành và kinh doanh điện thương phẩm các nhà máy thủy điện. Đầu tư trồng, khai thác, chế biến cao su",,,0.7,0.7,
55,55,55,Công ty Cổ phần VRG Phú Yên,"Thành phố Tuy Hòa, tỉnh Phú Yên","94,70%","94,70%",,,,0.9470000000000001,0.9470000000000001,
56,56,56,Công ty Cổ phần Khu Công nghiệp Dầu Giấy,"Km 2, tỉnh lộ 769, xã Bầu Hàm 2, huyện Thống Nhất, tỉnh Đồng Nai","72,75%","87,37%","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",,,0.7275,0.8737,
