row_label_raw,row_label_full,Tại ngày đầu năm,Từ 01 năm trở xuống,Trên 01 năm đến 05 năm,Trên 05 năm,Tổng cộng,numeric__Từ 01 năm trở xuống,numeric__Trên 01 năm đến 05 năm,numeric__Trên 05 năm,numeric__Tổng cộng
Tiền và tương đương tiền,Tiền và tương đương tiền,Tiền và tương đương tiền,6.034.334.324.181,0,,6.034.334.324.181,6034334324181.0,0.0,,6034334324181.0
"Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",2.246.618.374.852,280.591.435.205,,2.527.209.810.057,2246618374852.0,280591435205.0,,2527209810057.0
Các khoản cho vay,Các khoản cho vay,Các khoản cho vay,618.671.654.512,1.280.801.016.607,,1.899.472.671.119,618671654512.0,1280801016607.0,,1899472671119.0
Đầu tư ngắn hạn,Đầu tư ngắn hạn,Đầu tư ngắn hạn,2.838.881.118.362,,,2.838.881.118.362,2838881118362.0,,,2838881118362.0
Đầu tư dài hạn,Đầu tư dài hạn,Đầu tư dài hạn,0,3.616.543.577.990,,3.616.543.577.990,0.0,3616543577990.0,,3616543577990.0
Cộng,Cộng,Cộng,11.738.505.471.907,5.177.936.029.802,,16.916.441.501.709,11738505471907.0,5177936029802.0,,16916441501709.0
