row_label_raw,row_label_full,18.2. Phải trả người bán dài hạn,Cuối năm,Đầu năm,numeric__Cuối năm,numeric__Đầu năm
Phải trả người bán về hàng hóa nội địa,Phải trả người bán về hàng hóa nội địa,Phải trả người bán về hàng hóa nội địa,0,1.707.545.754,0.0,1707545754.0
"Phải trả người bán về thi công, xây lắp công trình xây dựng","Phải trả người bán về thi công, xây lắp công trình xây dựng","Phải trả người bán về thi công, xây lắp công trình xây dựng",1.928.175.853,0,1928175853.0,0.0
Phải trả người bán khác,Phải trả người bán khác,Phải trả người bán khác,117.522.000,11.442.404.336,117522000.0,11442404336.0
Cộng,Cộng,Cộng,2.045.697.853,13.149.950.090,2045697853.0,13149950090.0
