row_label_raw,row_label_full,19.1. Người mua trả tiền trước ngắn hạn,Cuối năm,Đầu năm,numeric__Cuối năm,numeric__Đầu năm
Người mua trả trước về mua mù cao su nội địa,Người mua trả trước về mua mù cao su nội địa,Người mua trả trước về mua mù cao su nội địa,417.030.961.963,277.608.350.511,417030961963.0,277608350511.0
Người mua trả trước về mua mù cao xu xuất khẩu,Người mua trả trước về mua mù cao xu xuất khẩu,Người mua trả trước về mua mù cao xu xuất khẩu,1.217.728.630,11.770.133.538,1217728630.0,11770133538.0
"Người mua trả trước về hoạt động gia công chế biến mù cao su, chế biến pallet","Người mua trả trước về hoạt động gia công chế biến mù cao su, chế biến pallet","Người mua trả trước về hoạt động gia công chế biến mù cao su, chế biến pallet",85.838.063.094,25.102.225.188,85838063094.0,25102225188.0
Người mua trả trước về dịch vụ kiểm định chất lượng mù cao su,Người mua trả trước về dịch vụ kiểm định chất lượng mù cao su,Người mua trả trước về dịch vụ kiểm định chất lượng mù cao su,1.149.906.600,2.758.140.701,1149906600.0,2758140701.0
"Người mua trả trước về mua cây cao su thanh lý, gầy đồ","Người mua trả trước về mua cây cao su thanh lý, gầy đồ","Người mua trả trước về mua cây cao su thanh lý, gầy đồ",90.668.525.596,76.525.636.097,90668525596.0,76525636097.0
"Người mua trả trước về hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng","Người mua trả trước về hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng","Người mua trả trước về hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng",3.000.000.000,0,3000000000.0,0.0
"Người mua trả trước về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị","Người mua trả trước về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị","Người mua trả trước về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị",12.867.006.074,4.245.338.481,12867006074.0,4245338481.0
Người mua trả trước về hoạt động chuyển nhượng bất động sản,Người mua trả trước về hoạt động chuyển nhượng bất động sản,Người mua trả trước về hoạt động chuyển nhượng bất động sản,26.412.601.428,47.786.617.425,26412601428.0,47786617425.0
"Người mua trả trước về thuê hạ tầng khu công nghiệp, khu dân cư","Người mua trả trước về thuê hạ tầng khu công nghiệp, khu dân cư","Người mua trả trước về thuê hạ tầng khu công nghiệp, khu dân cư",27.329.548.204,20.791.411.759,27329548204.0,20791411759.0
"Người mua trả trước về hoạt động vận tải, lưu kho và dịch vụ logistic","Người mua trả trước về hoạt động vận tải, lưu kho và dịch vụ logistic","Người mua trả trước về hoạt động vận tải, lưu kho và dịch vụ logistic",1.126.303.977,0,1126303977.0,0.0
Người mua trả trước ngắn hạn khác,Người mua trả trước ngắn hạn khác,Người mua trả trước ngắn hạn khác,7.337.873.789,7.368.854.248,7337873789.0,7368854248.0
Cộng,Cộng,Cộng,673.978.519.355,473.956.707.948,673978519355.0,473956707948.0
