row_label_raw,row_label_full,- Vốn đầu tư của chủ sở hữu,- Vốn đầu tư của chủ sở hữu_1,- Vốn đầu tư của chủ sở hữu_2,numeric__- Vốn đầu tư của chủ sở hữu_1,numeric__- Vốn đầu tư của chủ sở hữu_2
+ Vốn góp đầu năm,+ Vốn góp đầu năm,+ Vốn góp đầu năm,26.141.117.039.011,26.141.117.039.011,26141117039011.0,26141117039011.0
+ Vốn góp tăng trong năm,+ Vốn góp tăng trong năm,+ Vốn góp tăng trong năm,1.858.406.638.352,0,1858406638352.0,0.0
+ Vốn góp giảm trong năm,+ Vốn góp giảm trong năm,+ Vốn góp giảm trong năm,(644.746.640.000),0,-644746640000.0,0.0
+ Vốn góp cuối năm,+ Vốn góp cuối năm,+ Vốn góp cuối năm,27.354.777.037.363,26.141.117.039.011,27354777037363.0,26141117039011.0
- Lợi nhuận phải nộp về Nhà nước,- Lợi nhuận phải nộp về Nhà nước,- Lợi nhuận phải nộp về Nhà nước,(998.511.094.439),(544.956.242.514),-998511094439.0,-544956242514.0
