row_label_raw,row_label_full,- Công ty Cổ phần Thống Nhất,9.278.115.069,8.185.409.124,numeric__9.278.115.069,numeric__8.185.409.124
- Công ty Cổ phần Đầu tư Xây dựng Cao su,- Công ty Cổ phần Đầu tư Xây dựng Cao su,- Công ty Cổ phần Đầu tư Xây dựng Cao su,2.531.875.649,8.125.599.453,2531875649.0,8125599453.0
- Công ty Cổ phần Xây dựng & Tư vấn Đầu tư,- Công ty Cổ phần Xây dựng & Tư vấn Đầu tư,- Công ty Cổ phần Xây dựng & Tư vấn Đầu tư,(8.480.210.594),27.419.407,-8480210594.0,27419407.0
- Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,- Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,- Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,528.342.128,(737.104.054),528342128.0,-737104054.0
- Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,- Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,- Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,21.192.838.564,16.160.612.022,21192838564.0,16160612022.0
- Công ty Cổ phần Kinh doanh BOT Đường ĐT.741,- Công ty Cổ phần Kinh doanh BOT Đường ĐT.741,- Công ty Cổ phần Kinh doanh BOT Đường ĐT.741,5.237.578.912,6.559.184.116,5237578912.0,6559184116.0
- Công ty Cổ phần gỗ MDF VRG – Dongwha,- Công ty Cổ phần gỗ MDF VRG – Dongwha,- Công ty Cổ phần gỗ MDF VRG – Dongwha,252.798.202.841,328.623.047.299,252798202841.0,328623047299.0
- Công ty Đầu tư Phát triển VRG Long Thành,- Công ty Đầu tư Phát triển VRG Long Thành,- Công ty Đầu tư Phát triển VRG Long Thành,15.909.346.191,8.841.574.202,15909346191.0,8841574202.0
- Công ty Cổ phần Đầu tư Sài Gòn VRG,- Công ty Cổ phần Đầu tư Sài Gòn VRG,- Công ty Cổ phần Đầu tư Sài Gòn VRG,30.180.456.310,24.228.973.783,30180456310.0,24228973783.0
- Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,- Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,- Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,(727.399.942),(285.609.720),-727399942.0,-285609720.0
- Công ty Cổ phần Du lịch Cao su Hàm Rồng,- Công ty Cổ phần Du lịch Cao su Hàm Rồng,- Công ty Cổ phần Du lịch Cao su Hàm Rồng,369.375.326,3.223.833.517,369375326.0,3223833517.0
- Công ty Cổ phần Cao su Bến Thành,- Công ty Cổ phần Cao su Bến Thành,- Công ty Cổ phần Cao su Bến Thành,7.501.071.286,10.596.607.606,7501071286.0,10596607606.0
- Công ty Cổ phần Xây dựng Cao su Đồng Nai,- Công ty Cổ phần Xây dựng Cao su Đồng Nai,- Công ty Cổ phần Xây dựng Cao su Đồng Nai,871.791.811,636.735.446,871791811.0,636735446.0
- Công ty Cổ phần Phú Việt Tín,- Công ty Cổ phần Phú Việt Tín,- Công ty Cổ phần Phú Việt Tín,2.682.726.242,2.447.989.205,2682726242.0,2447989205.0
- Công ty Cổ phần Chỉ sợi Cao su V.R.G SA DO,- Công ty Cổ phần Chỉ sợi Cao su V.R.G SA DO,- Công ty Cổ phần Chỉ sợi Cao su V.R.G SA DO,(34.097.077.655),(38.708.290.739),-34097077655.0,-38708290739.0
- Công ty Cổ phần Công nghiệp Dịch vụ Cao su Chư Păng,- Công ty Cổ phần Công nghiệp Dịch vụ Cao su Chư Păng,- Công ty Cổ phần Công nghiệp Dịch vụ Cao su Chư Păng,0,(5.999.547.323),0.0,-5999547323.0
- Công ty Cổ phần Chế biến gỗ Cao su Chư Păng,- Công ty Cổ phần Chế biến gỗ Cao su Chư Păng,- Công ty Cổ phần Chế biến gỗ Cao su Chư Păng,317.240.077,173.110.974,317240077.0,173110974.0
- Công ty Cổ phần Phát triển Nông nghiệp Việt Mỹ Hà Tĩnh,- Công ty Cổ phần Phát triển Nông nghiệp Việt Mỹ Hà Tĩnh,- Công ty Cổ phần Phát triển Nông nghiệp Việt Mỹ Hà Tĩnh,0,(106.185.766),0.0,-106185766.0
- Công ty Cổ phần Khu Công nghiệp Hồ Nai,- Công ty Cổ phần Khu Công nghiệp Hồ Nai,- Công ty Cổ phần Khu Công nghiệp Hồ Nai,6.610.635.343,6.392.134.949,6610635343.0,6392134949.0
Cộng,Cộng,Cộng,312.704.907.558,378.385.493.501,312704907558.0,378385493501.0
